# stan_version_major = 2
# stan_version_minor = 14
# stan_version_patch = 0
# model = Naive_Bayes_model
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = 1
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 1
# id = 1
# data
#   file = Naive_Bayes_1.data.R
# init = 2 (Default)
# random
#   seed = 4193878922
# output
#   file = Naive_Bayes_samples_1.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,theta.1,theta.2,theta.3,theta.4,phi.1.1,phi.2.1,phi.3.1,phi.4.1,phi.1.2,phi.2.2,phi.3.2,phi.4.2,phi.1.3,phi.2.3,phi.3.3,phi.4.3,phi.1.4,phi.2.4,phi.3.4,phi.4.4,phi.1.5,phi.2.5,phi.3.5,phi.4.5,phi.1.6,phi.2.6,phi.3.6,phi.4.6,phi.1.7,phi.2.7,phi.3.7,phi.4.7,phi.1.8,phi.2.8,phi.3.8,phi.4.8,phi.1.9,phi.2.9,phi.3.9,phi.4.9,phi.1.10,phi.2.10,phi.3.10,phi.4.10
-3619.82,0.871095,0.583696,3,7,0,3638.92,0.473599,0.270717,0.141428,0.114257,0.198076,0.0136487,0.0456094,0.213675,0.0220286,0.194576,0.0129062,0.510548,0.0460178,0.454388,0.156277,0.023522,0.0451948,0.121767,0.018208,0.0425858,0.0185555,0.020883,0.463489,0.0664137,0.0678924,0.0221955,0.168696,0.0134216,0.43755,0.0414727,0.0259699,0.0537371,0.0197274,0.0445477,0.0523886,0.000646344,0.133771,0.0576185,0.0404329,0.0552228,0.0111874,0.0289019,0.0160222,0.0202278
-3617.54,0.990137,0.627625,3,7,0,3635.26,0.519738,0.203454,0.212205,0.0646039,0.185398,0.0266181,0.039059,0.193486,0.0201323,0.176924,0.0323822,0.519951,0.0397714,0.441385,0.13681,0.0214522,0.0567583,0.118132,0.0416586,0.0357919,0.00873967,0.00518277,0.466888,0.0331506,0.0600089,0.0143325,0.138601,0.0466222,0.455782,0.0582333,0.0188295,0.0262831,0.033613,0.0171244,0.0538661,0.0185632,0.112552,0.0963926,0.0347589,0.084598,0.0272434,0.0456749,0.0371472,0.0201016
-3618.28,0.482687,0.758365,3,7,0,3644.13,0.54084,0.248339,0.12311,0.087712,0.209755,0.024249,0.0444173,0.218873,0.0198588,0.19662,0.0128758,0.494795,0.0424713,0.439298,0.172717,0.0245198,0.0500556,0.128154,0.0180045,0.0356828,0.0210194,0.00960897,0.401136,0.0583451,0.0642692,0.031679,0.164623,0.00778037,0.430009,0.0420583,0.0252589,0.0643509,0.0211066,0.0269401,0.084385,0.00120676,0.130058,0.0732968,0.047189,0.0727766,0.0113967,0.028096,0.0293936,0.0216691
-3615.84,1,0.556954,3,7,0,3633.88,0.503943,0.207286,0.226754,0.0620171,0.181449,0.0260943,0.0503815,0.170945,0.0138617,0.17527,0.0334529,0.426907,0.0389737,0.457814,0.13827,0.0431822,0.0585519,0.104472,0.0158627,0.0581763,0.0100284,0.00953391,0.501871,0.0483312,0.0719275,0.0144492,0.139388,0.025736,0.456546,0.0509363,0.02861,0.0687262,0.0377262,0.0296731,0.0401404,0.0198131,0.113761,0.0954826,0.0244868,0.114846,0.0171743,0.0362746,0.0275368,0.0233371
-3626.27,0.40933,0.679287,3,7,0,3645.87,0.498372,0.238619,0.161764,0.101246,0.174508,0.0277749,0.0377074,0.213508,0.0311061,0.191536,0.0125237,0.547375,0.0509364,0.399211,0.150934,0.00662489,0.0488111,0.133972,0.0427014,0.0306154,0.0145154,0.0145126,0.512652,0.0526735,0.0475786,0.0165492,0.12024,0.042994,0.442986,0.0491072,0.0196745,0.0464702,0.0306419,0.0310578,0.0435506,0.000368701,0.136085,0.10159,0.041732,0.0376437,0.0228309,0.03469,0.018284,0.0217262
-3622.11,0.995334,0.464745,3,7,0,3648.64,0.542385,0.247972,0.138387,0.0712564,0.196519,0.0198748,0.0707792,0.212086,0.0218648,0.189954,0.0181929,0.394039,0.047027,0.420562,0.121137,0.0520705,0.0593346,0.118401,0.018535,0.0402666,0.00941496,0.0135993,0.460466,0.0649474,0.0829493,0.0127639,0.17365,0.0287136,0.425796,0.0638444,0.0318756,0.0773015,0.028784,0.0385378,0.0411491,0.000249723,0.104452,0.0817036,0.0213671,0.111909,0.0238584,0.0407589,0.0428476,0.0184164
-3622.77,0.898653,0.564098,3,7,0,3643.51,0.53838,0.242826,0.158694,0.0600995,0.190785,0.0489674,0.034125,0.219342,0.0231068,0.163566,0.0443896,0.468103,0.0471031,0.453175,0.129562,0.0198193,0.0533006,0.115498,0.035355,0.0540369,0.0206977,0.0117312,0.47939,0.0496818,0.0483804,0.0256415,0.152057,0.0501213,0.451267,0.041373,0.0088251,0.0453545,0.0197694,0.0229116,0.0634396,0.000984869,0.126559,0.0932118,0.0339813,0.050395,0.0190316,0.023925,0.0188764,0.0421607
-3623.05,0.851454,0.622771,3,7,0,3641.8,0.494178,0.219826,0.164977,0.121019,0.190108,0.00735212,0.0563665,0.187644,0.019783,0.193367,0.00617195,0.477406,0.0386847,0.452702,0.158695,0.0166768,0.0511851,0.113551,0.0170963,0.0363338,0.00981177,0.0132028,0.438059,0.0465702,0.0813801,0.0188116,0.158609,0.0172199,0.43905,0.0527348,0.0544569,0.0494614,0.0358683,0.033527,0.0416139,0.0279545,0.116162,0.0842552,0.0307503,0.131826,0.0179679,0.0304961,0.038181,0.00890749
-3621.29,0.862922,0.656485,3,7,0,3644.21,0.526149,0.237279,0.132157,0.104415,0.200216,0.0208177,0.0282855,0.208424,0.0210893,0.200863,0.0112724,0.532376,0.0502522,0.440366,0.16423,0.0133482,0.0525568,0.0856724,0.0162586,0.0392337,0.014861,0.00574026,0.443085,0.0420021,0.0568206,0.0136866,0.183576,0.0114931,0.440797,0.0514599,0.0217279,0.0340917,0.0386048,0.0489679,0.045006,0.00544946,0.111361,0.0937026,0.035336,0.0904729,0.0134407,0.0387227,0.0512227,0.0231091
-3621.68,0.861038,0.699701,3,7,0,3643.27,0.515176,0.266669,0.145668,0.0724861,0.17934,0.0386507,0.0394196,0.21903,0.0252886,0.202549,0.0316001,0.441308,0.0385751,0.418944,0.165957,0.025613,0.0548853,0.102055,0.0150267,0.0249574,0.0169591,0.0213526,0.460673,0.0740258,0.0565716,0.0397583,0.131734,0.0229991,0.445867,0.0427932,0.0345623,0.0525257,0.0429489,0.0235618,0.0488696,0.00173663,0.127867,0.0894119,0.0241254,0.121757,0.0116964,0.0209229,0.0480323,0.016048
-3620.62,0.935963,0.744284,3,7,0,3640.36,0.461379,0.233826,0.185619,0.119177,0.183532,0.0150531,0.0422189,0.152116,0.0123311,0.155708,0.0179977,0.525056,0.0430916,0.454461,0.149275,0.0327473,0.057593,0.147587,0.0285942,0.043528,0.016461,0.0110074,0.453427,0.0383031,0.069282,0.0144722,0.173931,0.0355171,0.465066,0.0545742,0.0162448,0.0333723,0.0168624,0.0396015,0.0645305,0.00201233,0.114092,0.0722333,0.0402515,0.0852893,0.0216891,0.0353025,0.0135293,0.0520586
-3624.72,0.616222,0.851327,5,59,0,3644.04,0.519505,0.211359,0.1642,0.104936,0.185165,0.0211216,0.0574054,0.234697,0.0128757,0.194613,0.0159182,0.414309,0.0623251,0.461825,0.111274,0.0228986,0.0493087,0.0913526,0.0147431,0.0671835,0.013891,0.00924443,0.485534,0.036489,0.0694903,0.0334023,0.152609,0.0133168,0.432784,0.0399843,0.0419527,0.0885539,0.0204487,0.0332071,0.05672,0.0211589,0.137216,0.080893,0.0182796,0.0850615,0.0164946,0.0343567,0.0455628,0.0163321
-3626.56,0.974505,0.713902,3,7,0,3641.98,0.507411,0.240228,0.169883,0.0824781,0.198332,0.0209109,0.0345405,0.168287,0.0331061,0.167052,0.0333261,0.53496,0.0278409,0.449455,0.18017,0.0210741,0.0566097,0.140063,0.0383305,0.0247048,0.0152737,0.0186026,0.428922,0.0658184,0.0574678,0.0129279,0.152904,0.040104,0.453332,0.0583548,0.0150694,0.0169677,0.0360969,0.0212182,0.0523389,0.000394446,0.101572,0.0838631,0.0512289,0.0935223,0.0203692,0.0275525,0.0131693,0.0341677
-3624.03,0.826026,0.847408,6,119,0,3646.68,0.520444,0.224439,0.175374,0.0797426,0.166482,0.0287139,0.0365458,0.253673,0.0260911,0.188134,0.0327745,0.446498,0.0426687,0.478393,0.127661,0.0154977,0.0419563,0.0940317,0.0145016,0.0523144,0.0158499,0.00825999,0.503766,0.0584465,0.0728712,0.0294545,0.135262,0.0161809,0.453513,0.0501806,0.01302,0.0122225,0.0265821,0.0319342,0.0798845,0.00114778,0.127119,0.0645266,0.0377704,0.111117,0.0268665,0.0263722,0.0188139,0.0329019
-3623.92,0.223182,0.870919,5,35,0,3641.56,0.553693,0.208947,0.14841,0.0889501,0.166611,0.0352348,0.0409942,0.255075,0.0254993,0.173995,0.0299418,0.493066,0.046062,0.468822,0.122402,0.0113577,0.043499,0.101491,0.0220888,0.0275496,0.0163944,0.0106115,0.517111,0.0507248,0.0695071,0.0334842,0.124192,0.0282362,0.434633,0.0525326,0.0272332,0.0155712,0.0409731,0.025503,0.0653703,0.0163949,0.126227,0.0801914,0.0322467,0.0701301,0.0305934,0.0181339,0.0184196,0.0318945
-3619.91,1,0.499808,3,7,0,3643.07,0.516973,0.236441,0.169249,0.0773368,0.181228,0.0240677,0.0324532,0.234631,0.0197064,0.176412,0.0280834,0.495935,0.0393597,0.502559,0.13011,0.0519926,0.0407762,0.0918003,0.0518037,0.0379746,0.0128024,0.0049205,0.429193,0.0313761,0.0793683,0.0185541,0.161246,0.0163192,0.462808,0.0492787,0.0338234,0.0224039,0.0239197,0.026133,0.0591882,0.00371274,0.117092,0.0780598,0.0386745,0.0980092,0.0229401,0.0282147,0.035424,0.00764608
-3624.71,0.894349,0.607943,3,7,0,3641.9,0.577608,0.204811,0.140475,0.0771064,0.181905,0.0235633,0.0324936,0.230199,0.0182568,0.140035,0.0171555,0.466636,0.0380037,0.550577,0.144431,0.0204053,0.0425305,0.109642,0.0195778,0.0436456,0.0104971,0.00553866,0.439989,0.0459769,0.0700239,0.0177762,0.169257,0.0118153,0.469659,0.0471035,0.0442221,0.0265808,0.0347117,0.0315026,0.0568531,0.00840745,0.117551,0.0596747,0.0474077,0.113256,0.0168614,0.0145869,0.0286126,0.0330778
-3615.78,0.839251,0.667546,3,7,0,3641.78,0.532034,0.236114,0.161546,0.0703063,0.192995,0.0175941,0.0536761,0.162094,0.0184391,0.192044,0.012902,0.501914,0.0466463,0.439038,0.13235,0.0287706,0.0605185,0.123588,0.0129463,0.0447556,0.017292,0.0220671,0.466462,0.0491882,0.0468389,0.0126106,0.161607,0.0398152,0.450361,0.0296191,0.018396,0.0658987,0.0216946,0.0293665,0.0605462,0.00703197,0.125843,0.102342,0.057698,0.0791137,0.0193713,0.031731,0.0234177,0.0214176
-3617.68,0.811891,0.694958,3,7,0,3633.94,0.491364,0.208639,0.197814,0.102183,0.211883,0.029924,0.035783,0.23939,0.0204388,0.191408,0.042247,0.498724,0.0407926,0.432346,0.168391,0.0264397,0.0465776,0.0951528,0.0269481,0.0273311,0.0122509,0.00549839,0.473207,0.0344405,0.0651497,0.0414933,0.123054,0.0194221,0.439593,0.0533263,0.0312379,0.0466774,0.0330287,0.0354851,0.0586737,0.00282316,0.109091,0.0852376,0.0291735,0.0847802,0.021194,0.0301281,0.0112861,0.0199721
-3617.24,0.828231,0.704634,3,7,0,3635.07,0.534359,0.232141,0.164145,0.0693557,0.176567,0.0164304,0.0524888,0.188617,0.019918,0.169576,0.00992801,0.430067,0.0447204,0.466804,0.117377,0.0213042,0.0563786,0.139724,0.0230432,0.0617824,0.0174688,0.0241612,0.445314,0.0678719,0.0640051,0.0100049,0.195202,0.0359405,0.458445,0.0329839,0.0189777,0.042365,0.0224491,0.0240734,0.0431594,0.00791864,0.124265,0.0834794,0.0358309,0.112412,0.0157824,0.0327622,0.0586788,0.031722
-3618.63,0.813225,0.725725,3,7,0,3636.45,0.517114,0.244324,0.150514,0.0880482,0.211537,0.0318219,0.0436917,0.197481,0.0220414,0.171696,0.0248405,0.555265,0.0378635,0.423111,0.193832,0.0356747,0.0559671,0.105707,0.0371894,0.0324205,0.0115506,0.00838686,0.472184,0.0342783,0.057966,0.0356408,0.118679,0.0223417,0.428271,0.0658717,0.0297603,0.0369304,0.02322,0.0250281,0.0422346,0.00504955,0.128296,0.0986034,0.0245378,0.056255,0.023288,0.0341335,0.013051,0.0243044
-3620.24,0.879629,0.736708,3,7,0,3637.76,0.524062,0.211649,0.170839,0.0934495,0.169865,0.0185325,0.0588649,0.208392,0.0220682,0.18232,0.0174468,0.393822,0.0543248,0.490334,0.113213,0.0129269,0.0537298,0.122883,0.0182553,0.0697216,0.0167535,0.0197781,0.444467,0.0516185,0.0723092,0.0145616,0.177514,0.0360307,0.456692,0.0335452,0.0197596,0.060015,0.0264393,0.0290069,0.0573728,0.00345211,0.114301,0.0551132,0.0402291,0.150789,0.0135172,0.0339254,0.0528783,0.0132328
-3623.13,0.230672,0.796983,6,103,0,3647.1,0.497615,0.233903,0.170683,0.0977988,0.168152,0.0219241,0.0856139,0.204431,0.0220996,0.179255,0.0168608,0.394068,0.0509722,0.490133,0.111334,0.0152927,0.0547797,0.12231,0.0215892,0.0745657,0.0179243,0.0179523,0.4113,0.0887487,0.0710063,0.0173675,0.181007,0.0268506,0.457318,0.0311719,0.0197699,0.0573188,0.0261677,0.0246645,0.0620372,0.00089753,0.117061,0.0750668,0.038656,0.126631,0.0145193,0.020155,0.0518326,0.0111963
-3619.35,0.994051,0.463069,3,7,0,3644.02,0.564314,0.165564,0.184672,0.0854493,0.198213,0.0174286,0.0285227,0.172545,0.0182549,0.147451,0.0140231,0.493856,0.0358558,0.508655,0.137366,0.0411757,0.0577998,0.104226,0.037659,0.0557796,0.0146621,0.0117662,0.509709,0.0317579,0.06114,0.0192091,0.132567,0.0362203,0.456476,0.0616638,0.0208977,0.0396183,0.0219887,0.0182977,0.0674181,0.00242682,0.12216,0.0935203,0.034344,0.103812,0.0134495,0.0177815,0.0174934,0.0228091
-3619.52,0.900623,0.559086,3,7,0,3640.62,0.531853,0.197257,0.170785,0.100106,0.197213,0.0252443,0.0286396,0.177425,0.0190686,0.174462,0.0088535,0.439408,0.037341,0.500353,0.147493,0.0849884,0.0393288,0.10962,0.0314477,0.044641,0.0173932,0.00979325,0.489979,0.0414315,0.0492111,0.021199,0.159612,0.0304096,0.480525,0.0396886,0.0277747,0.0462762,0.0282197,0.0246907,0.0417522,0.00259584,0.112159,0.0675504,0.0453463,0.0992096,0.0195408,0.0273988,0.019103,0.0336149
-3620.88,0.913098,0.617106,3,7,0,3641.62,0.498755,0.288205,0.146416,0.0666242,0.185086,0.0192465,0.0671955,0.236154,0.0241033,0.184343,0.0342812,0.500328,0.0491421,0.400537,0.140216,0.00387666,0.0680986,0.120763,0.0196363,0.0361404,0.0121396,0.0176324,0.427391,0.0379219,0.0808102,0.0233805,0.157623,0.0287911,0.406953,0.062338,0.0231154,0.0430176,0.0272923,0.0335994,0.0720836,0.00978205,0.130131,0.100218,0.0206113,0.0864192,0.0162449,0.0379429,0.0378471,0.0175691
-3617.89,0.859622,0.689147,3,7,0,3638.54,0.532836,0.192123,0.170947,0.104095,0.187649,0.0344605,0.06091,0.147102,0.0198466,0.173249,0.0158403,0.491366,0.0580911,0.429995,0.15019,0.074665,0.048415,0.116974,0.0167912,0.044927,0.0156947,0.0163972,0.487787,0.0524161,0.0521119,0.0262124,0.127227,0.0204566,0.460861,0.0426216,0.0235107,0.0311073,0.0205074,0.0331885,0.0664019,0.0136435,0.1166,0.0924963,0.0343371,0.107589,0.0202232,0.0344058,0.0170051,0.0167279
-3627.99,0.548469,0.731166,3,7,0,3646.89,0.538782,0.249248,0.136081,0.0758892,0.218149,0.0183862,0.0398703,0.187982,0.0175169,0.228717,0.0225906,0.50293,0.0341612,0.382235,0.129601,0.0167062,0.0590546,0.127008,0.0179836,0.033819,0.0130509,0.0230592,0.447621,0.0302869,0.0690022,0.0147611,0.171929,0.00977271,0.410421,0.040217,0.0319071,0.0574589,0.0208453,0.0345497,0.0796382,0.00941525,0.137913,0.107604,0.014472,0.104534,0.019886,0.0234627,0.0443877,0.0470954
-3614.93,0.96821,0.576764,3,7,0,3645.49,0.487694,0.235582,0.206933,0.0697909,0.197739,0.0177192,0.038587,0.202122,0.0174054,0.213892,0.0450402,0.449376,0.030065,0.415567,0.151698,0.021122,0.048024,0.123905,0.0170242,0.0355985,0.021024,0.0105639,0.465902,0.0562081,0.0642968,0.0137608,0.162548,0.0241357,0.448404,0.0398118,0.0280079,0.0534881,0.0249233,0.0289503,0.0458308,0.0037673,0.124022,0.09542,0.0289623,0.125166,0.0240964,0.0404098,0.0163995,0.0290158
-3617.38,0.623449,0.678548,3,7,0,3641.6,0.494248,0.218452,0.184471,0.102829,0.201399,0.0339311,0.0709788,0.174428,0.0105519,0.157304,0.0188288,0.423176,0.0465332,0.475173,0.133426,0.0194963,0.0551991,0.0874503,0.0442847,0.0541991,0.0150189,0.0227165,0.45633,0.0535274,0.0766703,0.0225508,0.142141,0.0274846,0.437501,0.046572,0.0248559,0.0618226,0.0273207,0.0375888,0.0497951,0.0111305,0.115893,0.0822409,0.0380823,0.142182,0.0139121,0.0344723,0.0212782,0.032554
-3615.47,0.947765,0.575128,3,7,0,3633.52,0.494347,0.218496,0.188534,0.0986232,0.204693,0.0367912,0.0601622,0.201069,0.00904999,0.176294,0.0209029,0.442805,0.0429273,0.465529,0.147013,0.0174388,0.0547286,0.0864101,0.0275489,0.0457198,0.0181854,0.0261464,0.454367,0.0450656,0.0706313,0.0229455,0.163424,0.0377231,0.437746,0.0411774,0.0195383,0.045827,0.0288629,0.0336273,0.055203,0.0236778,0.117681,0.0761664,0.0321093,0.109601,0.0154943,0.0349125,0.019731,0.0310735
-3614.63,0.565804,0.663378,3,7,0,3641.11,0.517277,0.260732,0.141588,0.0804033,0.183889,0.0130783,0.0280759,0.256905,0.0221562,0.184672,0.0278175,0.47906,0.0374191,0.437133,0.136282,0.034619,0.0485178,0.160111,0.0197114,0.0358761,0.0117294,0.0058189,0.463148,0.0430055,0.0614061,0.0204476,0.149003,0.0243401,0.454392,0.0461594,0.036691,0.0351592,0.029992,0.0232291,0.0653645,0.000336027,0.128631,0.0855168,0.0419331,0.0708675,0.021868,0.0238329,0.0319738,0.019832
-3618.21,0.836187,0.532581,3,7,0,3636.79,0.479128,0.233002,0.206239,0.0816304,0.175497,0.026366,0.0585937,0.156746,0.019419,0.156962,0.0129884,0.474792,0.0593713,0.497054,0.149634,0.0246449,0.0534121,0.0952994,0.0380975,0.0639083,0.0172436,0.0122234,0.429436,0.0407012,0.0582019,0.0242589,0.190329,0.0472627,0.445974,0.0515674,0.0245983,0.0669345,0.0326575,0.0210658,0.0323289,0.0264601,0.116528,0.0834435,0.0453674,0.0858086,0.0216954,0.0317601,0.0186265,0.0127416
-3613.64,1,0.552586,3,7,0,3633.54,0.493657,0.232694,0.182738,0.0909103,0.170775,0.0223574,0.0380298,0.199236,0.0223008,0.142596,0.029944,0.46978,0.0436249,0.491524,0.16964,0.0419661,0.0507254,0.134961,0.0160991,0.0487582,0.0176516,0.0115082,0.437203,0.074322,0.059067,0.0237852,0.176778,0.0384744,0.470277,0.0523407,0.0191218,0.0313767,0.0263584,0.0295808,0.0530201,0.00135758,0.121122,0.0586659,0.0252354,0.0834428,0.0180972,0.0326807,0.0349285,0.0112853
-3608.18,0.755188,0.669357,3,7,0,3629.18,0.545779,0.218055,0.139254,0.0969118,0.180405,0.0304825,0.0450104,0.237545,0.0216243,0.19413,0.0118564,0.476458,0.0452734,0.421772,0.140878,0.021008,0.0574494,0.108276,0.0196037,0.0374044,0.0181371,0.013328,0.484168,0.0362783,0.0658921,0.0194023,0.145408,0.0268737,0.438997,0.0647502,0.0320434,0.0390496,0.0268831,0.0268082,0.0617855,0.0119503,0.117798,0.0873012,0.0414535,0.0933174,0.0275408,0.0337505,0.017792,0.0201149
-3610.34,0.532164,0.643119,3,7,0,3632.31,0.481577,0.23239,0.207407,0.0786257,0.204059,0.0161589,0.0468797,0.178118,0.0211457,0.155455,0.029894,0.467125,0.0419241,0.48928,0.148021,0.0217455,0.0475937,0.12342,0.031643,0.0462849,0.0116072,0.00983476,0.434715,0.0677075,0.0594845,0.0191021,0.167533,0.029178,0.449744,0.0366798,0.0213378,0.0651033,0.0231152,0.0338383,0.0487218,0.00114986,0.129946,0.0854737,0.0273002,0.0924334,0.0113812,0.0307574,0.0439539,0.0311549
-3618.79,0.81188,0.500687,3,7,0,3630.8,0.487544,0.21923,0.204599,0.088628,0.194205,0.0165773,0.0624565,0.149359,0.0249431,0.180916,0.025685,0.453735,0.0463721,0.468882,0.15824,0.0719126,0.0409187,0.117735,0.026564,0.0307518,0.0089446,0.0131796,0.398076,0.095447,0.0632954,0.0225274,0.178398,0.0224928,0.454318,0.0369461,0.0333936,0.0539295,0.0205961,0.0284314,0.0489568,0.0209082,0.13263,0.0918303,0.0378513,0.075101,0.0137772,0.022975,0.0303789,0.026363
-3616.02,1,0.507672,3,7,0,3634.94,0.476586,0.254544,0.175544,0.0933261,0.185914,0.0295612,0.0696037,0.138249,0.0225707,0.168566,0.0301855,0.485371,0.0407534,0.448607,0.164035,0.0479258,0.0456184,0.112816,0.0229191,0.0553614,0.010163,0.023536,0.378419,0.0444969,0.0576753,0.0252089,0.146602,0.0287088,0.4797,0.0354082,0.0392372,0.0647212,0.0233917,0.0303236,0.0729135,0.00629722,0.116572,0.0955334,0.0382107,0.110196,0.0176416,0.0304399,0.037874,0.0186714
-3616.15,0.835481,0.614479,3,7,0,3634.98,0.541951,0.22731,0.126614,0.104124,0.17255,0.0292367,0.0237712,0.228647,0.0188268,0.204681,0.0265082,0.448202,0.0502729,0.432428,0.125251,0.0239547,0.0601101,0.104552,0.0307422,0.0458671,0.0116193,0.0106966,0.477125,0.0478221,0.0642188,0.0309869,0.186452,0.0283203,0.444023,0.054873,0.0163175,0.0679903,0.0331537,0.0425738,0.0401585,0.00259689,0.121104,0.0580377,0.0492617,0.0775487,0.0241219,0.0319338,0.0244136,0.0290504
-3617.59,0.868587,0.636868,3,7,0,3634.39,0.541454,0.203951,0.192357,0.0622387,0.222266,0.0181878,0.0554728,0.179362,0.0235498,0.15716,0.0211846,0.480161,0.0421721,0.451878,0.183422,0.0273607,0.0496099,0.124346,0.0236959,0.0608995,0.0188775,0.0204841,0.426741,0.0216785,0.0651096,0.0157225,0.136697,0.037396,0.429841,0.0439572,0.0417228,0.0372408,0.0257403,0.025235,0.0609411,0.00842523,0.112012,0.111706,0.025026,0.123529,0.0108214,0.0313239,0.0250969,0.0239467
-3613.53,0.850826,0.680869,3,7,0,3636.14,0.468324,0.255997,0.185063,0.0906165,0.190104,0.0157773,0.0506708,0.19054,0.0187273,0.185546,0.0231174,0.510454,0.0416292,0.496788,0.126251,0.0161821,0.0453825,0.119578,0.0169961,0.0311702,0.0126148,0.0116659,0.46184,0.062046,0.0702303,0.0213829,0.165701,0.0435899,0.429886,0.0254767,0.0204167,0.0419305,0.0282058,0.0271124,0.0457154,0.00482518,0.138498,0.069869,0.037638,0.0841025,0.0247212,0.026804,0.0516526,0.0151601
-3615.28,0.881834,0.715772,3,7,0,3629.07,0.558262,0.206664,0.150207,0.0848679,0.190655,0.0254534,0.0398386,0.216228,0.0230082,0.18777,0.0206608,0.429659,0.0477727,0.406516,0.176466,0.0357569,0.0572307,0.0966604,0.0319353,0.0530894,0.0187202,0.0159889,0.431892,0.0524287,0.060873,0.0256606,0.157003,0.0127481,0.45615,0.0848382,0.0331126,0.0531101,0.0287694,0.0288076,0.0646295,0.00594509,0.103852,0.0965831,0.0287348,0.0985183,0.0129679,0.031722,0.0157266,0.0425165
-3619.46,0.631392,0.774568,3,7,0,3634.25,0.465861,0.208705,0.197049,0.128385,0.185812,0.0229308,0.0549892,0.206897,0.0173548,0.141199,0.0231812,0.482834,0.0295178,0.517504,0.106904,0.0206581,0.0580858,0.122037,0.021798,0.0377077,0.0106614,0.0122795,0.487606,0.0509042,0.069085,0.0227518,0.163239,0.0513185,0.446187,0.0264556,0.0224822,0.0507596,0.0276573,0.0291732,0.046997,0.0040556,0.13537,0.0777296,0.0246036,0.0803259,0.0202688,0.0279401,0.0482001,0.0145391
-3619.64,0.986006,0.662866,3,7,0,3635.71,0.575452,0.238608,0.131263,0.054677,0.200167,0.0228678,0.0389777,0.196694,0.0260762,0.220502,0.0217903,0.479336,0.0576097,0.390319,0.187539,0.0226478,0.0474485,0.106063,0.0286386,0.0469382,0.0192215,0.0144666,0.429998,0.0449356,0.0605206,0.021825,0.143234,0.0165719,0.436443,0.0794374,0.0252288,0.0427401,0.0291725,0.0276532,0.0651165,0.0053787,0.11056,0.0827997,0.0446249,0.105959,0.0127809,0.0340667,0.0148524,0.0387992
-3612.15,1,0.790653,2,3,0,3627.24,0.524716,0.252938,0.152111,0.0702349,0.196084,0.0261541,0.0346,0.207837,0.0295799,0.205259,0.019385,0.473566,0.0510856,0.416642,0.171043,0.0223972,0.0541683,0.102937,0.038821,0.0625446,0.0163061,0.0103859,0.44478,0.0401614,0.0615262,0.0200007,0.139084,0.0172711,0.441406,0.0682756,0.0190003,0.0375842,0.0246438,0.0242115,0.0715896,0.00414446,0.108181,0.0831315,0.0402496,0.0937455,0.017019,0.0430031,0.0214475,0.0407478
-3615.59,0.43068,0.955116,4,19,0,3633.11,0.507599,0.209125,0.156536,0.12674,0.193489,0.0250969,0.0343731,0.206763,0.0245897,0.196009,0.0213212,0.473451,0.0510177,0.427857,0.160459,0.0102214,0.0528789,0.0929371,0.0418336,0.0657327,0.0163953,0.00997528,0.448381,0.0389755,0.0597948,0.0221663,0.139207,0.0180877,0.448141,0.0644731,0.0185077,0.0210625,0.0254882,0.0260527,0.066325,0.00782899,0.112669,0.0865656,0.048956,0.121805,0.0155369,0.0488664,0.0206368,0.0360729
-3611.99,1,0.677936,3,7,0,3625.78,0.514501,0.220866,0.175678,0.0889546,0.189369,0.0223957,0.0378941,0.163239,0.0192961,0.188282,0.0245325,0.537681,0.0399746,0.42168,0.167928,0.0114633,0.0525762,0.111356,0.0154785,0.0354168,0.00958649,0.0139098,0.432045,0.0426629,0.0539335,0.025185,0.158106,0.0149299,0.456269,0.0475041,0.0300831,0.0232533,0.0256426,0.0353665,0.0682469,0.0130549,0.136651,0.0986981,0.0387473,0.133007,0.0167027,0.0356218,0.0269391,0.0252921
-3616.1,0.603945,0.818749,4,19,0,3630.29,0.528622,0.217406,0.189923,0.0640488,0.193205,0.0284848,0.0383649,0.175315,0.0164936,0.150786,0.0202197,0.460342,0.044497,0.473933,0.155457,0.00984432,0.0495794,0.110572,0.0134309,0.0365674,0.0116327,0.0175172,0.48136,0.0655759,0.0549433,0.0333284,0.159936,0.0322917,0.451277,0.0319896,0.0233,0.0249947,0.0330935,0.0314018,0.0557295,0.00178091,0.123118,0.087063,0.0253209,0.131787,0.0221609,0.0349252,0.0268816,0.0615014
