# stan_version_major = 2
# stan_version_minor = 14
# stan_version_patch = 0
# model = Naive_Bayes_model
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = 1
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 1
# id = 1
# data
#   file = Naive_Bayes_1.data.R
# init = 2 (Default)
# random
#   seed = 4193878922
# output
#   file = Naive_Bayes_samples_1.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,theta.1,theta.2,theta.3,theta.4,phi.1.1,phi.2.1,phi.3.1,phi.4.1,phi.1.2,phi.2.2,phi.3.2,phi.4.2,phi.1.3,phi.2.3,phi.3.3,phi.4.3,phi.1.4,phi.2.4,phi.3.4,phi.4.4,phi.1.5,phi.2.5,phi.3.5,phi.4.5,phi.1.6,phi.2.6,phi.3.6,phi.4.6,phi.1.7,phi.2.7,phi.3.7,phi.4.7,phi.1.8,phi.2.8,phi.3.8,phi.4.8,phi.1.9,phi.2.9,phi.3.9,phi.4.9,phi.1.10,phi.2.10,phi.3.10,phi.4.10
-3623.45,0.995949,0.162695,5,31,0,3641.4,0.488637,0.248104,0.14347,0.119788,0.157596,0.0171728,0.0376595,0.183647,0.0175553,0.134847,0.038702,0.480013,0.0363298,0.459128,0.12311,0.0331418,0.0505099,0.121588,0.030591,0.067866,0.0149533,0.00863206,0.52441,0.0289243,0.070906,0.0123764,0.13907,0.0299568,0.461913,0.0702582,0.0171478,0.0564795,0.0316896,0.0329673,0.0469017,0.0181049,0.137984,0.106803,0.0260819,0.074345,0.0205637,0.0362287,0.0163257,0.0275215
-3616.18,0.997386,0.266786,4,15,0,3642.37,0.56302,0.210156,0.126623,0.100201,0.194944,0.032209,0.0285373,0.189053,0.0170367,0.192131,0.0161722,0.458051,0.0331639,0.450974,0.172578,0.0429733,0.0533808,0.11621,0.0231758,0.0243119,0.0127157,0.00734312,0.423132,0.0498214,0.0730626,0.0348744,0.186882,0.0345645,0.448673,0.0579345,0.0252643,0.0524368,0.0290068,0.0237576,0.0539725,0.000827243,0.124027,0.063695,0.0339188,0.116572,0.0139896,0.0208718,0.0363672,0.0313879
-3615.24,0.974737,0.466028,3,15,0,3632.82,0.464217,0.250079,0.220071,0.0656325,0.189007,0.0148916,0.0627233,0.212185,0.0217832,0.165215,0.0257547,0.493242,0.0536498,0.455327,0.119128,0.0126812,0.0464403,0.113392,0.0283687,0.0669481,0.013628,0.0206329,0.489538,0.0362558,0.059458,0.0125206,0.133279,0.0302024,0.449794,0.0374504,0.0271068,0.0415743,0.0278974,0.0354207,0.050941,0.0208063,0.113591,0.106466,0.0356454,0.0679851,0.0247511,0.0386837,0.0275149,0.0181196
-3618.42,0.888845,0.785119,3,7,0,3633.27,0.549388,0.235711,0.110768,0.104132,0.191783,0.0321573,0.0314065,0.225979,0.0196119,0.1916,0.016872,0.410894,0.030156,0.442532,0.158313,0.0446041,0.0591069,0.117054,0.0140129,0.0346423,0.0153223,0.00571105,0.440623,0.0350201,0.0634218,0.0294714,0.174176,0.0297455,0.458643,0.0595703,0.029968,0.0473408,0.0289054,0.0361342,0.0622543,0.00253302,0.117925,0.0682805,0.0369719,0.147128,0.0151244,0.0174896,0.0354018,0.0221124
-3618.23,0.557007,1.02774,3,15,0,3635.51,0.53783,0.245433,0.140519,0.0762167,0.188957,0.0350889,0.0303374,0.249872,0.0287008,0.197823,0.0168299,0.427456,0.0305714,0.435719,0.158523,0.0430896,0.0625257,0.114767,0.0143035,0.031836,0.0149387,0.00572041,0.457295,0.0609861,0.0604799,0.0295052,0.165113,0.0233803,0.461877,0.0494451,0.0464983,0.034848,0.0305342,0.0354032,0.0532265,0.005464,0.108594,0.075857,0.0277547,0.106968,0.0128214,0.0206706,0.0301187,0.0160998
-3621.8,0.954731,0.47525,3,7,0,3636.4,0.460628,0.239132,0.176124,0.124116,0.188977,0.0128002,0.0745958,0.163229,0.0129049,0.173561,0.0303993,0.517573,0.0580267,0.451866,0.130314,0.013272,0.0442284,0.118278,0.0402506,0.0573671,0.0153697,0.0213649,0.461649,0.0442604,0.0676218,0.0168367,0.137305,0.0211783,0.423305,0.042415,0.0115347,0.0561515,0.0261824,0.0229104,0.0537568,0.00681403,0.136855,0.0923732,0.0275619,0.080935,0.0265293,0.0475948,0.0326324,0.0392203
-3618.31,0.977869,0.777282,3,7,0,3638.07,0.466469,0.245318,0.183457,0.104756,0.187852,0.0179828,0.0650325,0.17733,0.0144468,0.182389,0.0248671,0.525101,0.0528261,0.446426,0.149476,0.0179401,0.052582,0.10588,0.0335265,0.0555976,0.012846,0.00890053,0.463287,0.0338285,0.0659573,0.0147782,0.130004,0.0271665,0.427153,0.0414845,0.0170557,0.0647703,0.0214926,0.0182659,0.0546401,0.00338626,0.136943,0.105302,0.0345959,0.0765127,0.0279014,0.0585913,0.0275152,0.0183671
-3618.31,0.250025,1.37059,2,3,0,3645.22,0.466469,0.245318,0.183457,0.104756,0.187852,0.0179828,0.0650325,0.17733,0.0144468,0.182389,0.0248671,0.525101,0.0528261,0.446426,0.149476,0.0179401,0.052582,0.10588,0.0335265,0.0555976,0.012846,0.00890053,0.463287,0.0338285,0.0659573,0.0147782,0.130004,0.0271665,0.427153,0.0414845,0.0170557,0.0647703,0.0214926,0.0182659,0.0546401,0.00338626,0.136943,0.105302,0.0345959,0.0765127,0.0279014,0.0585913,0.0275152,0.0183671
-3613.04,0.999987,0.246295,4,15,0,3633.43,0.471533,0.282275,0.168432,0.0777607,0.200525,0.0218966,0.0670587,0.209789,0.0191592,0.171692,0.0273683,0.425123,0.055567,0.440198,0.138354,0.0293324,0.0504084,0.131417,0.0269433,0.0607199,0.0136004,0.0207637,0.468584,0.0708688,0.0633139,0.0147514,0.135957,0.025829,0.440381,0.0496482,0.0138961,0.0660132,0.0175266,0.0283941,0.0530381,0.00231656,0.124589,0.0796242,0.033036,0.093958,0.0149298,0.0416149,0.0357648,0.0160505
-3629.51,0.656076,0.468375,3,7,0,3645.91,0.521906,0.256474,0.161754,0.0598657,0.149702,0.0258591,0.0447741,0.207754,0.0253328,0.168578,0.0218162,0.55038,0.0363462,0.468349,0.155854,0.0109812,0.0589961,0.104303,0.0205738,0.0264919,0.0247616,0.00975736,0.473594,0.02306,0.0668797,0.0313428,0.160903,0.0224988,0.464634,0.0504299,0.0343705,0.031561,0.0467317,0.0355008,0.0531806,0.0126983,0.110093,0.0865018,0.0268105,0.0787695,0.016523,0.0193779,0.00812431,0.0358053
-3610.52,0.988649,0.305302,4,15,0,3644.96,0.479693,0.235139,0.187016,0.0981525,0.188867,0.0269914,0.0478143,0.214308,0.0193505,0.201731,0.0207807,0.425315,0.0509774,0.41566,0.147418,0.031968,0.0482429,0.117176,0.0195704,0.0537781,0.0139598,0.0201724,0.465308,0.0749385,0.0653238,0.0137077,0.151239,0.0367138,0.449048,0.0470357,0.014848,0.0644477,0.0176226,0.0248193,0.0598816,0.0025104,0.125747,0.0928134,0.0379666,0.0831615,0.0208616,0.0398934,0.035174,0.0128589
-3618.22,0.727362,0.558059,3,7,0,3632.74,0.498564,0.175594,0.187709,0.138133,0.189015,0.0215616,0.062161,0.182632,0.0166242,0.217833,0.0177303,0.44297,0.0401765,0.418721,0.133733,0.0423067,0.0486173,0.103214,0.0255143,0.0526654,0.0152777,0.0113704,0.474422,0.0596336,0.0664064,0.0184531,0.138489,0.0300799,0.431427,0.0472777,0.0317717,0.0581424,0.0283536,0.016741,0.0480952,0.00211841,0.146288,0.123474,0.0321108,0.115627,0.0178144,0.021355,0.0359729,0.0138253
-3616.08,0.983483,0.45596,3,15,0,3636.49,0.462119,0.24877,0.172478,0.116632,0.197765,0.0137515,0.0307426,0.210348,0.0314148,0.176828,0.0434796,0.500922,0.0464275,0.420611,0.137138,0.0113656,0.0581519,0.114391,0.0292609,0.0536949,0.0221713,0.0211205,0.470078,0.0456109,0.0567574,0.0312247,0.156675,0.0381637,0.425383,0.0549677,0.0265055,0.0485149,0.0214573,0.0408217,0.0411474,0.0057078,0.125723,0.100389,0.0342096,0.0594474,0.0147496,0.0258944,0.0307638,0.0262244
-3622.22,0.695686,0.813022,3,15,0,3637.76,0.519545,0.255427,0.170165,0.0548628,0.191091,0.0248169,0.0394503,0.209252,0.0140813,0.174006,0.0130625,0.420046,0.037637,0.486189,0.170322,0.0523503,0.0456665,0.127686,0.025819,0.0262964,0.012056,0.00772562,0.395127,0.0396444,0.0724547,0.0177622,0.183049,0.0271866,0.449952,0.060199,0.0262834,0.0521058,0.0399091,0.0163514,0.0761762,0.00719786,0.114065,0.0546858,0.032898,0.135695,0.0230877,0.0305783,0.037812,0.0302257
-3619.16,0.942923,0.605235,3,7,0,3641.72,0.495257,0.200601,0.164221,0.13992,0.178663,0.0229544,0.0486103,0.210105,0.0152604,0.196522,0.0265009,0.477543,0.0373004,0.464263,0.141421,0.0147808,0.0611909,0.0899733,0.0256687,0.0310774,0.0187776,0.0225979,0.498496,0.0350787,0.0703905,0.0136404,0.148546,0.0487174,0.447901,0.0336867,0.00849228,0.0735267,0.0267621,0.028841,0.0419969,0.000857222,0.120013,0.100904,0.0354647,0.0893536,0.0237414,0.0266176,0.0248034,0.0189604
-3621.76,0.567316,0.946761,4,23,0,3636.76,0.504329,0.210416,0.204274,0.0809808,0.165881,0.0390748,0.0620066,0.213728,0.0139324,0.172749,0.024619,0.456381,0.0398436,0.440024,0.155728,0.0228864,0.0529144,0.107733,0.0293378,0.0324802,0.0174579,0.0379389,0.446469,0.0626863,0.0725432,0.0121749,0.167665,0.040255,0.452745,0.0530395,0.00769684,0.065625,0.0290053,0.0252176,0.0574024,0.00152826,0.129142,0.0861556,0.0239039,0.085603,0.0265358,0.0258925,0.025171,0.0188274
-3620.92,0.961702,0.484468,3,7,0,3638.74,0.537705,0.222466,0.138212,0.101616,0.211365,0.0177762,0.028484,0.213002,0.0270794,0.195092,0.0244921,0.450675,0.0460782,0.4548,0.151019,0.0192285,0.0468519,0.0861203,0.0276094,0.0389309,0.0110121,0.00581041,0.464396,0.0458193,0.0588904,0.0312555,0.15795,0.0283566,0.437071,0.0546671,0.040598,0.0540051,0.0288046,0.0182959,0.0268821,0.000697014,0.123089,0.086868,0.0456307,0.109338,0.00975788,0.0493146,0.0329387,0.0399473
-3614.51,0.996922,0.797021,3,7,0,3636.6,0.497775,0.260358,0.175476,0.0663902,0.179909,0.0293719,0.0679246,0.186015,0.0226858,0.153281,0.0236886,0.506569,0.0419812,0.476154,0.133238,0.0242227,0.0543086,0.127127,0.0278158,0.0362767,0.0179369,0.0266796,0.453524,0.0468395,0.0634317,0.018643,0.158406,0.0285558,0.439771,0.0349702,0.0198923,0.0672822,0.0290524,0.0302774,0.0785795,0.00914252,0.138183,0.0801813,0.021836,0.0819099,0.0127408,0.0233141,0.0150962,0.0131863
-3614.51,0.25,1.44082,2,3,0,3637.61,0.497775,0.260358,0.175476,0.0663902,0.179909,0.0293719,0.0679246,0.186015,0.0226858,0.153281,0.0236886,0.506569,0.0419812,0.476154,0.133238,0.0242227,0.0543086,0.127127,0.0278158,0.0362767,0.0179369,0.0266796,0.453524,0.0468395,0.0634317,0.018643,0.158406,0.0285558,0.439771,0.0349702,0.0198923,0.0672822,0.0290524,0.0302774,0.0785795,0.00914252,0.138183,0.0801813,0.021836,0.0819099,0.0127408,0.0233141,0.0150962,0.0131863
-3616.32,0.992386,0.299686,4,15,0,3632.8,0.512595,0.253277,0.147904,0.0862241,0.207345,0.0243274,0.0318158,0.202397,0.0224175,0.179921,0.0212487,0.452858,0.0408294,0.473871,0.146479,0.00757052,0.0462765,0.126743,0.0271533,0.0656584,0.0159392,0.00593611,0.494645,0.0574427,0.0624355,0.0146636,0.13936,0.0240984,0.437525,0.0324883,0.0330702,0.0475629,0.0254377,0.022779,0.030267,0.00546979,0.115461,0.0817203,0.032916,0.0750417,0.0263339,0.0375495,0.0430449,0.0619001
-3614.56,0.938035,0.534085,3,7,0,3632.51,0.545062,0.219577,0.167169,0.0681919,0.204294,0.0126938,0.0294944,0.214236,0.0220119,0.143286,0.0187057,0.521284,0.035135,0.456627,0.162967,0.0187071,0.0485227,0.12151,0.0166366,0.0486066,0.0106301,0.0179088,0.473352,0.0325363,0.0659315,0.0352267,0.135746,0.030271,0.435692,0.058986,0.0209704,0.0369755,0.03325,0.0459555,0.0601499,0.0116083,0.127634,0.0774158,0.0421155,0.074116,0.016898,0.0303906,0.0398617,0.0116587
-3621.23,0.380898,0.808148,4,23,0,3641.43,0.530348,0.219208,0.178419,0.0720246,0.195953,0.0333787,0.0163206,0.188854,0.0289492,0.179537,0.0272017,0.470698,0.0518906,0.43427,0.138173,0.0271802,0.0557724,0.136597,0.03548,0.019447,0.0130065,0.0104962,0.487815,0.0350279,0.0610573,0.0157824,0.182579,0.0432075,0.432758,0.051517,0.0152467,0.0601038,0.0224256,0.0158701,0.0333884,0.00409724,0.125223,0.0980761,0.0391877,0.102499,0.0129636,0.0244755,0.0246075,0.0488843
-3622.8,0.986931,0.253957,4,15,0,3635.19,0.527783,0.213065,0.186303,0.0728496,0.178211,0.0326239,0.014309,0.165669,0.0313472,0.179977,0.0272107,0.490036,0.0500188,0.437255,0.142015,0.02049,0.0683067,0.135099,0.0447519,0.0372879,0.0122467,0.0113118,0.480104,0.0415441,0.0516432,0.0183742,0.182626,0.0371986,0.442844,0.0558398,0.0224719,0.0643951,0.0222756,0.0157472,0.0328211,0.00344334,0.127176,0.0861877,0.0301329,0.109457,0.0159306,0.0275844,0.0235585,0.0304792
-3611.07,1,0.440104,3,7,0,3634.15,0.524126,0.226757,0.17348,0.075637,0.19465,0.01904,0.0237996,0.221997,0.021057,0.182651,0.0266047,0.423441,0.0512491,0.436736,0.178426,0.0275055,0.0634417,0.123617,0.0318515,0.0506827,0.0173301,0.0130395,0.461679,0.049045,0.0638725,0.0125006,0.143166,0.0247332,0.442104,0.0534354,0.0225736,0.0640135,0.0259603,0.0307575,0.0567693,0.000825332,0.104498,0.0895457,0.0355405,0.0969717,0.0158372,0.0386772,0.0195906,0.040785
-3612.79,0.476593,0.783504,3,7,0,3637.55,0.497107,0.239452,0.163957,0.0994842,0.189955,0.0241569,0.0803311,0.177441,0.0199432,0.179862,0.0178213,0.518755,0.034984,0.465119,0.112165,0.0233824,0.0504506,0.108733,0.0170341,0.033666,0.010965,0.0104248,0.439213,0.0375518,0.061693,0.0347533,0.1744,0.0389393,0.447767,0.0444538,0.0194454,0.041437,0.0295562,0.0255581,0.0518506,0.000492339,0.137267,0.0837693,0.0455178,0.109713,0.0174189,0.0231696,0.0422224,0.0186226
-3612.52,0.998866,0.329489,4,15,0,3625.18,0.52368,0.201277,0.170639,0.104404,0.178839,0.0312348,0.0527985,0.204671,0.0203446,0.181383,0.0228414,0.440908,0.0347605,0.437998,0.174945,0.023342,0.0587876,0.125303,0.0333445,0.0597496,0.0115535,0.0165577,0.393975,0.0571583,0.0688121,0.0175797,0.162358,0.0438619,0.458288,0.0480629,0.0392748,0.0431423,0.0318888,0.0271447,0.0395495,0.000639787,0.123347,0.0903221,0.0423158,0.114531,0.0133784,0.024415,0.0385971,0.0119965
-3618.67,0.585754,0.580627,3,7,0,3636.44,0.482688,0.229109,0.219099,0.0691039,0.176009,0.013236,0.0352798,0.193268,0.0222049,0.159315,0.0178356,0.529515,0.053283,0.501584,0.114236,0.0209707,0.0484828,0.120995,0.014427,0.0392132,0.0185262,0.00752996,0.476886,0.0336467,0.0720231,0.0248346,0.169057,0.0241829,0.448843,0.0455291,0.0204279,0.0551013,0.0249211,0.0250536,0.0893896,0.022959,0.115909,0.064801,0.0416065,0.0567851,0.0197982,0.0371215,0.0208549,0.0243578
-3614.76,0.846873,0.333139,4,15,0,3644.32,0.549926,0.234465,0.129797,0.0858124,0.205709,0.0330165,0.0524392,0.21051,0.0199807,0.207421,0.0182972,0.456061,0.0339482,0.422929,0.170149,0.0257795,0.0610373,0.10301,0.040241,0.0429433,0.0108,0.0162793,0.440079,0.05998,0.0562205,0.0180803,0.148961,0.0269635,0.432195,0.0547391,0.033174,0.0406636,0.0322175,0.0269249,0.038103,0.000134099,0.130981,0.0951965,0.0279969,0.11904,0.0169111,0.0224028,0.0305602,0.0179249
-3613.49,0.980236,0.387484,4,15,0,3629.61,0.485926,0.227367,0.196219,0.0904884,0.192364,0.015668,0.04345,0.20102,0.0220292,0.169555,0.0230636,0.495314,0.0538974,0.46873,0.125112,0.018607,0.0455375,0.125029,0.0161221,0.0468169,0.0238343,0.0112806,0.471914,0.0350918,0.0697825,0.0276542,0.16021,0.0430865,0.436687,0.0412548,0.0185692,0.0445367,0.024463,0.0303569,0.0625153,0.0309069,0.113422,0.0664565,0.0373521,0.0575953,0.0179834,0.0440158,0.0416917,0.0270246
-3612.36,0.875001,0.640202,3,7,0,3628.47,0.566189,0.219372,0.14197,0.0724696,0.189436,0.0338532,0.0483667,0.207174,0.0209093,0.183511,0.0255773,0.422908,0.0349473,0.440938,0.17224,0.023999,0.0555395,0.0959047,0.032488,0.0326808,0.0103312,0.0177769,0.455459,0.0733951,0.0583938,0.0172721,0.141363,0.0298664,0.459403,0.0499807,0.0218561,0.0587357,0.0327333,0.0315605,0.0444687,0.000238639,0.120952,0.106636,0.0341506,0.126994,0.0173547,0.0225678,0.0240301,0.0240075
-3616.43,0.450962,0.795642,4,23,0,3630.49,0.517107,0.229286,0.178985,0.0746227,0.171631,0.0238966,0.047642,0.200689,0.0283384,0.171137,0.0151528,0.451255,0.0443458,0.443065,0.133228,0.0185626,0.0476828,0.144544,0.019565,0.0794716,0.0136325,0.0127467,0.517938,0.0609816,0.0499625,0.0222402,0.148876,0.0293204,0.463546,0.0468825,0.0315138,0.043829,0.0339239,0.0143553,0.0346546,0.00155179,0.131055,0.0907117,0.0377372,0.084046,0.0158814,0.0304217,0.013692,0.0302937
-3619.33,0.988945,0.325985,4,15,0,3637.17,0.44662,0.275358,0.171021,0.107001,0.180104,0.0428601,0.0400254,0.226313,0.01917,0.197088,0.0279912,0.417343,0.0402514,0.457843,0.129333,0.017083,0.0538818,0.0814483,0.0161917,0.049902,0.0205598,0.0230618,0.510955,0.0502726,0.0692113,0.0324695,0.127144,0.0258874,0.446809,0.0471765,0.0266465,0.0574635,0.0272994,0.0282879,0.0479967,0.000734427,0.127411,0.0701438,0.0513079,0.129249,0.0153027,0.0196206,0.0224087,0.025752
-3617.93,0.944839,0.545058,3,7,0,3638.71,0.516271,0.213101,0.200566,0.0700629,0.169054,0.0194534,0.0425543,0.179043,0.0271991,0.150639,0.0281389,0.521615,0.0568141,0.485269,0.129085,0.0190513,0.042638,0.10633,0.0368841,0.0562119,0.0172924,0.0121017,0.461583,0.0643169,0.0768136,0.0176758,0.161936,0.0143035,0.453942,0.0640171,0.0291775,0.0247719,0.0257758,0.0216669,0.0454498,0.0119322,0.111679,0.0711783,0.0317655,0.080479,0.0187929,0.0516686,0.033427,0.0282757
-3612.23,0.745603,0.807268,3,7,0,3628.55,0.511901,0.223288,0.190093,0.0747179,0.176802,0.0253803,0.0455403,0.167771,0.026473,0.150538,0.019091,0.500558,0.0435628,0.487704,0.13151,0.0150215,0.0488854,0.0989772,0.0325181,0.0512335,0.0198468,0.0159931,0.45976,0.0667227,0.071197,0.0232917,0.161917,0.0160979,0.455034,0.0583674,0.0335921,0.0199813,0.0254016,0.0204988,0.0482963,0.00272894,0.113369,0.0822011,0.0411875,0.11878,0.0194283,0.0370486,0.0265876,0.0411052
-3616,0.45558,0.71517,3,7,0,3635.24,0.531331,0.209379,0.143906,0.115385,0.203051,0.0196155,0.0477582,0.242624,0.0149899,0.216542,0.0241735,0.432339,0.0422483,0.40371,0.149249,0.0345176,0.0546949,0.129499,0.0210138,0.0289387,0.00937944,0.011657,0.44164,0.0359573,0.0561635,0.0228159,0.163342,0.0290995,0.439587,0.0376833,0.0197376,0.0947785,0.030508,0.0413907,0.0586948,0.000350791,0.131695,0.0938788,0.0365826,0.0859521,0.0176832,0.0232083,0.0378092,0.0154419
-3615.39,0.963873,0.304732,4,15,0,3639.33,0.524781,0.211548,0.197385,0.0662858,0.180564,0.025682,0.0436887,0.151406,0.0304122,0.151994,0.0227934,0.514318,0.0381189,0.499812,0.139504,0.0216128,0.0503396,0.0945623,0.0358501,0.0631158,0.0212667,0.00703613,0.468158,0.0471095,0.0654733,0.0256196,0.126302,0.0323972,0.451582,0.0570408,0.0225976,0.0295569,0.027972,0.026722,0.0660313,0.0157413,0.111012,0.0906315,0.0441923,0.109765,0.0232603,0.0209002,0.0308816,0.0149775
-3617.38,0.968297,0.471199,3,7,0,3635.41,0.528917,0.228932,0.171968,0.0701826,0.173602,0.0192338,0.0490374,0.141008,0.0286141,0.172774,0.027571,0.542197,0.0461849,0.471116,0.144115,0.049592,0.0425682,0.106168,0.0244693,0.0506389,0.0174687,0.00970318,0.456506,0.0248862,0.0589414,0.0269786,0.144086,0.0511308,0.471753,0.0595319,0.0357577,0.0407502,0.029733,0.0218998,0.0634747,0.0053383,0.112777,0.0975687,0.0334193,0.0855925,0.0183579,0.0150261,0.0215629,0.00886636
-3620.78,0.770541,0.731905,3,7,0,3639.56,0.495651,0.220569,0.185778,0.0980023,0.181567,0.0183233,0.0546681,0.132891,0.034272,0.171478,0.0321361,0.533197,0.0505443,0.43508,0.123491,0.0487129,0.0418851,0.117581,0.0187563,0.0513796,0.0160935,0.0244953,0.473868,0.0443454,0.0574852,0.0217715,0.149753,0.0450666,0.461844,0.0690892,0.030636,0.0437115,0.0360136,0.0219062,0.0556842,0.00467295,0.103884,0.10495,0.0308611,0.0754169,0.0164115,0.0153254,0.0301453,0.0206057
-3616.25,0.973829,0.692419,3,7,0,3636.07,0.588298,0.221182,0.115656,0.0748634,0.205561,0.028786,0.0612147,0.244999,0.0149408,0.172781,0.0203913,0.482053,0.0400442,0.467126,0.163705,0.0147406,0.0479256,0.114923,0.0351402,0.0416131,0.0150313,0.010389,0.409012,0.0285582,0.0658365,0.0155024,0.17346,0.020452,0.442977,0.0394937,0.017625,0.037736,0.0179203,0.0398265,0.0513448,0.00883559,0.12716,0.0853746,0.0419299,0.110424,0.0226037,0.0257985,0.0261775,0.0105881
-3617.72,0.521348,1.08017,2,3,0,3635.67,0.531803,0.196773,0.197334,0.0740895,0.19413,0.0164322,0.0319907,0.201776,0.0196469,0.166527,0.0246368,0.444999,0.04042,0.457801,0.139079,0.0462989,0.0538552,0.104998,0.0220959,0.0506388,0.0157191,0.0189148,0.42891,0.0397358,0.0555315,0.0325452,0.168145,0.00662355,0.462974,0.0574977,0.048403,0.0483679,0.0321685,0.0185268,0.0595951,0.00238125,0.110795,0.0893554,0.0597686,0.120086,0.0147598,0.0374017,0.0173759,0.0390927
-3633.69,0.626654,0.555252,3,7,0,3647.41,0.524545,0.199516,0.204701,0.0712378,0.199235,0.0200668,0.0351488,0.186194,0.0284037,0.147669,0.0308056,0.454335,0.0297482,0.446249,0.144641,0.0481289,0.0516709,0.126232,0.0187122,0.066091,0.0128915,0.0239664,0.345395,0.0572731,0.0563642,0.0258704,0.219421,0.00708148,0.458831,0.0624617,0.0475004,0.0255246,0.0286981,0.0224555,0.0677732,0.00904677,0.108874,0.10456,0.0614908,0.129591,0.025284,0.0204693,0.0291118,0.0167334
-3612.06,0.997477,0.371778,3,7,0,3648.96,0.611876,0.203499,0.121852,0.0627724,0.190492,0.0251698,0.0426801,0.201933,0.0213671,0.17084,0.0230883,0.490213,0.0560692,0.447687,0.131974,0.0302921,0.0535314,0.11059,0.0323407,0.0492278,0.0249372,0.0118533,0.479385,0.0335048,0.0655303,0.0218027,0.160095,0.0243721,0.415349,0.0449545,0.0215996,0.0579553,0.0337753,0.0340056,0.041135,0.00514027,0.123689,0.0882988,0.0402878,0.0883289,0.0152596,0.0447981,0.0274145,0.0190325
-3611.67,0.680165,0.610727,3,7,0,3634.14,0.473415,0.258109,0.163784,0.104692,0.199263,0.0219231,0.0499413,0.209515,0.0214128,0.188077,0.0205595,0.482975,0.0333112,0.428389,0.148737,0.0165799,0.0486227,0.108225,0.022429,0.0376383,0.00998179,0.0115743,0.418084,0.0633067,0.0649801,0.0334602,0.1919,0.0340949,0.470244,0.0599736,0.0294645,0.0484277,0.019442,0.0331623,0.0650486,0.00113556,0.110361,0.0935369,0.0276525,0.0800507,0.0223812,0.0216788,0.0261831,0.0262762
-3613.01,0.881068,0.466864,3,15,0,3631.26,0.44017,0.253456,0.187152,0.119222,0.208133,0.0141662,0.0604192,0.257231,0.025742,0.153336,0.0250501,0.455485,0.0370929,0.451954,0.142387,0.0126774,0.0442644,0.107911,0.0211476,0.0330597,0.0112627,0.0124236,0.461275,0.0543936,0.0705555,0.0295343,0.150333,0.0430412,0.445288,0.0702598,0.0304344,0.0414885,0.0262617,0.0388461,0.0601579,0.00939754,0.11294,0.0897863,0.0307561,0.0723685,0.0184604,0.0317824,0.0180398,0.0208576
-3613.47,0.962669,0.576912,3,7,0,3627.61,0.454929,0.217287,0.171806,0.155978,0.199634,0.0151005,0.0458179,0.218586,0.0183518,0.168403,0.0127811,0.431062,0.0428533,0.441719,0.137339,0.0197953,0.0444271,0.0999365,0.0300911,0.0516736,0.0121253,0.0218234,0.466111,0.0445971,0.0573772,0.0308976,0.13947,0.0486643,0.462638,0.0618007,0.032535,0.0481597,0.0210278,0.034579,0.0609416,0.0123344,0.122159,0.0971429,0.0309798,0.105339,0.0194068,0.0285975,0.0439328,0.019789
-3616.39,0.643904,0.861568,7,215,0,3630.49,0.545854,0.244175,0.105643,0.104328,0.199012,0.0329447,0.0442434,0.191612,0.0192724,0.18076,0.0126181,0.478079,0.0400867,0.435637,0.133284,0.0211124,0.042776,0.0916918,0.0298351,0.0288563,0.0140383,0.0129794,0.476309,0.0460429,0.0747255,0.0251289,0.130858,0.0310686,0.44274,0.0526174,0.0335489,0.0777323,0.0362534,0.0226829,0.0640321,0.00715869,0.117362,0.114213,0.0565699,0.102974,0.0137341,0.0313448,0.0187008,0.015364
-3615.37,0.886701,0.606715,3,7,0,3636.9,0.490337,0.214182,0.22319,0.072291,0.183765,0.0147403,0.0394919,0.192776,0.0156159,0.174729,0.0306636,0.473949,0.0415586,0.484729,0.125314,0.0320445,0.0655758,0.142173,0.0227893,0.0566174,0.0139639,0.0118949,0.467103,0.0633756,0.0532653,0.0173883,0.187327,0.0315385,0.457835,0.0413722,0.0219253,0.0313098,0.0227701,0.0284028,0.0479595,0.00364319,0.125066,0.0582862,0.0212747,0.0775844,0.0205841,0.0262842,0.036151,0.0371618
-3619.01,0.781597,0.754954,3,7,0,3635.73,0.57093,0.201334,0.127891,0.0998443,0.210693,0.0157626,0.0181591,0.19037,0.0150993,0.165564,0.0250975,0.491373,0.0392655,0.452682,0.124213,0.0345567,0.0500311,0.147268,0.0292455,0.0433455,0.0127358,0.0105952,0.443649,0.0467451,0.052945,0.029262,0.208144,0.0307167,0.443504,0.0537339,0.027592,0.0830691,0.0249506,0.0268594,0.0579462,0.00105981,0.128891,0.0718682,0.0390257,0.0643395,0.0218844,0.0264041,0.0269278,0.0144248
