# stan_version_major = 2
# stan_version_minor = 14
# stan_version_patch = 0
# model = LDA_model
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = 1
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 1
# id = 1
# data
#   file = LDA_1.data.R
# init = 2 (Default)
# random
#   seed = 4189522076
# output
#   file = LDA_samples_1.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,theta.1.1,theta.2.1,theta.3.1,theta.4.1,theta.5.1,theta.6.1,theta.7.1,theta.8.1,theta.9.1,theta.10.1,theta.11.1,theta.12.1,theta.13.1,theta.14.1,theta.15.1,theta.16.1,theta.17.1,theta.18.1,theta.19.1,theta.20.1,theta.21.1,theta.22.1,theta.23.1,theta.24.1,theta.25.1,theta.1.2,theta.2.2,theta.3.2,theta.4.2,theta.5.2,theta.6.2,theta.7.2,theta.8.2,theta.9.2,theta.10.2,theta.11.2,theta.12.2,theta.13.2,theta.14.2,theta.15.2,theta.16.2,theta.17.2,theta.18.2,theta.19.2,theta.20.2,theta.21.2,theta.22.2,theta.23.2,theta.24.2,theta.25.2,phi.1.1,phi.2.1,phi.1.2,phi.2.2,phi.1.3,phi.2.3,phi.1.4,phi.2.4,phi.1.5,phi.2.5
-407.29,0.995205,0.176933,5,31,0,421.179,0.99928,0.880003,0.544148,0.345519,0.0471914,0.925082,0.774608,0.000119984,0.998656,0.160478,0.993808,0.281589,0.0771489,0.996617,0.0924377,0.993423,0.0823851,0.164304,0.667058,0.451243,0.0923762,0.22511,0.221079,0.478175,3.99301e-06,0.000719709,0.119997,0.455852,0.654481,0.952809,0.0749184,0.225392,0.99988,0.00134397,0.839522,0.00619179,0.718411,0.922851,0.00338299,0.907562,0.00657713,0.917615,0.835696,0.332942,0.548757,0.907624,0.77489,0.778921,0.521825,0.999996,0.00952968,0.311931,1.01018e-06,0.276263,0.210456,0.348767,0.435211,1.66329e-05,0.344803,0.063022
-400.793,0.24947,0.324648,4,15,0,419.335,0.997388,0.870028,0.697579,0.302094,0.0196788,0.76353,0.896423,0.000479864,0.990314,0.0442638,0.998891,0.760765,0.0621395,0.997629,0.03027,0.995895,0.151417,0.192009,0.782002,0.58249,0.0670478,0.247223,0.397682,0.394156,1.53168e-05,0.00261219,0.129972,0.302421,0.697906,0.980321,0.23647,0.103577,0.99952,0.00968567,0.955736,0.00110909,0.239235,0.93786,0.00237076,0.96973,0.00410477,0.848583,0.807991,0.217998,0.41751,0.932952,0.752777,0.602318,0.605844,0.999985,0.00315908,0.329936,3.81956e-05,0.29587,0.175225,0.358716,0.464588,0.00285413,0.35699,0.0126239
-397.628,0.995219,0.0650676,6,63,0,418.22,0.786758,0.974542,0.356229,0.636489,0.00467298,0.991474,0.72677,0.000247537,0.883543,0.0190392,0.999448,0.927854,0.5119,0.898406,0.0676191,0.500394,0.0107592,0.0953684,0.560329,0.982804,0.621292,0.0846751,0.90118,0.524539,0.161039,0.213242,0.0254583,0.643771,0.363511,0.995327,0.00852552,0.27323,0.999752,0.116457,0.980961,0.000551941,0.0721455,0.4881,0.101594,0.932381,0.499606,0.989241,0.904632,0.439671,0.0171959,0.378708,0.915325,0.0988201,0.475461,0.838961,0.000365563,0.415556,0.003214,0.296908,0.21107,0.286113,0.475949,0.00132304,0.309401,0.000100182
-397.945,0.963242,0.119325,5,31,0,418.485,0.739149,0.968205,0.409147,0.648526,0.00337873,0.995114,0.915015,0.000274446,0.876671,0.0237978,0.999763,0.840321,0.570012,0.952072,0.0512717,0.567962,0.0086598,0.115516,0.683628,0.976411,0.628294,0.0657635,0.846447,0.535293,0.294907,0.260851,0.031795,0.590853,0.351474,0.996621,0.00488573,0.0849845,0.999726,0.123329,0.976202,0.000237491,0.159679,0.429988,0.0479276,0.948728,0.432038,0.99134,0.884484,0.316372,0.023589,0.371706,0.934237,0.153553,0.464707,0.705093,0.000583441,0.412565,0.00153457,0.272908,0.215308,0.313934,0.470619,0.000404304,0.311955,0.000188512
-394.084,0.889192,0.19746,4,15,0,413.501,0.990485,0.937865,0.686939,0.425194,0.00731168,0.815547,0.873512,0.0130285,0.983892,0.0471765,0.99381,0.989057,0.197791,0.928,0.0140882,0.99885,0.384401,0.259051,0.821915,0.740485,0.110123,0.544752,0.477391,0.559293,1.25825e-05,0.00951453,0.0621348,0.313061,0.574806,0.992688,0.184453,0.126488,0.986972,0.0161085,0.952824,0.00618982,0.0109429,0.802209,0.0720002,0.985912,0.00115032,0.615599,0.740949,0.178085,0.259515,0.889877,0.455248,0.522609,0.440707,0.999987,0.0249446,0.362938,0.00826882,0.375576,0.299815,0.240379,0.361443,0.00241877,0.305529,0.0186886
-393.863,0.659667,0.261797,4,15,0,411.451,0.79195,0.937758,0.53529,0.72677,0.136577,0.991503,0.957751,0.0271688,0.763031,0.00141945,0.996046,0.943812,0.229422,0.872496,0.228801,0.986369,0.0156531,0.254852,0.774717,0.964058,0.70776,0.0458992,0.869584,0.639739,0.134272,0.20805,0.0622415,0.46471,0.27323,0.863423,0.00849709,0.0422486,0.972831,0.236969,0.998581,0.00395436,0.0561885,0.770578,0.127504,0.771199,0.0136314,0.984347,0.745148,0.225283,0.0359421,0.29224,0.954101,0.130416,0.360261,0.865728,0.0137206,0.399554,0.00105625,0.377149,0.244281,0.223242,0.433288,8.48532e-06,0.307654,4.66106e-05
-394.646,0.757565,0.179329,4,15,0,416.955,0.965287,0.999818,0.743352,0.685405,0.0222993,0.890143,0.85962,0.250795,0.941317,0.00406453,0.781162,0.899186,0.48253,0.957077,0.0151528,0.862811,0.0557065,0.34713,0.580049,0.988909,0.737161,0.274783,0.919022,0.68425,0.0312072,0.0347127,0.000182272,0.256648,0.314595,0.977701,0.109857,0.14038,0.749205,0.0586833,0.995935,0.218838,0.100814,0.51747,0.042923,0.984847,0.137189,0.944293,0.65287,0.419951,0.0110912,0.262839,0.725217,0.0809778,0.31575,0.968793,1.67649e-05,0.386246,5.33299e-05,0.362157,0.276403,0.251578,0.385885,1.88488e-05,0.337642,1.86586e-07
-391.781,0.988604,0.163171,5,31,0,407.683,0.90453,0.999471,0.465098,0.608865,0.0148175,0.912378,0.982422,0.000575308,0.938713,0.00922334,0.93435,0.919195,0.367874,0.90882,0.0236085,0.778643,0.0486782,0.221664,0.894146,0.999872,0.539316,0.0529756,0.622358,0.536715,0.0327526,0.09547,0.000529232,0.534902,0.391135,0.985183,0.087622,0.0175781,0.999425,0.0612875,0.990777,0.0656496,0.0808054,0.632126,0.0911796,0.976391,0.221357,0.951322,0.778336,0.105854,0.000127892,0.460684,0.947024,0.377642,0.463285,0.967247,0.000210789,0.403022,0.00815252,0.275864,0.228834,0.321026,0.46676,6.13044e-05,0.296043,2.67808e-05
-394.088,0.83756,0.284583,4,15,0,407.449,0.930617,0.833294,0.723632,0.595039,0.00259128,0.992903,0.691462,0.00427012,0.95522,0.024123,0.904899,0.986923,0.140393,0.999454,0.155022,0.823629,0.139025,0.0930245,0.572854,0.472897,0.205246,0.600815,0.663542,0.655094,0.0157367,0.0693834,0.166706,0.276368,0.404961,0.997409,0.00709745,0.308538,0.99573,0.0447804,0.975877,0.0951005,0.0130771,0.859607,0.000545829,0.844978,0.176371,0.860975,0.906975,0.427146,0.527103,0.794754,0.399185,0.336458,0.344906,0.984263,0.0132601,0.415759,0.00242199,0.398733,0.309739,0.159929,0.356978,0.0152747,0.317601,0.0103036
-387.952,0.259883,0.322882,4,15,0,408.386,0.938017,0.933425,0.665301,0.583123,0.00451385,0.989853,0.962083,0.00568428,0.891527,0.0095473,0.978127,0.98723,0.222448,0.999784,0.0516815,0.792799,0.143143,0.178029,0.543217,0.65749,0.234848,0.447709,0.707739,0.671972,0.0244656,0.0619831,0.0665754,0.334699,0.416877,0.995486,0.010147,0.0379175,0.994316,0.108473,0.990453,0.0218729,0.0127699,0.777552,0.000216252,0.948318,0.207201,0.856857,0.821971,0.456783,0.34251,0.765152,0.552291,0.292261,0.328028,0.975534,0.000780074,0.408322,0.004405,0.398018,0.299464,0.183768,0.352682,0.00536221,0.342669,0.00452959
-389.749,0.984509,0.0741539,6,63,0,404.67,0.955271,0.994363,0.61063,0.513556,0.0489116,0.826975,0.982098,0.0747692,0.946949,0.0274366,0.965576,0.856219,0.40597,0.999227,0.051867,0.993678,0.22814,0.216144,0.962843,0.999426,0.510205,0.189068,0.94063,0.563561,0.0337384,0.0447289,0.00563723,0.38937,0.486444,0.951088,0.173025,0.0179015,0.925231,0.0530507,0.972563,0.0344235,0.143781,0.59403,0.00077291,0.948133,0.00632229,0.77186,0.783856,0.0371568,0.000574325,0.489795,0.810932,0.0593697,0.436439,0.966262,0.0339177,0.364499,0.0080411,0.343779,0.224748,0.284819,0.458477,0.00650468,0.274816,0.000397861
-393.523,0.975864,0.126977,5,31,0,412.062,0.779564,0.999997,0.469321,0.516145,0.0163156,0.995094,0.816992,0.00858826,0.905809,0.0481109,0.879899,0.990209,0.15931,0.935482,0.0517541,0.860202,0.153965,0.0505605,0.482903,0.36253,0.249849,0.210119,0.625336,0.745322,0.0446287,0.220436,3.08512e-06,0.530679,0.483855,0.983684,0.00490618,0.183008,0.991412,0.0941914,0.951889,0.120101,0.00979131,0.84069,0.0645176,0.948246,0.139798,0.846035,0.94944,0.517097,0.63747,0.750151,0.789881,0.374664,0.254678,0.955371,0.000447172,0.419055,0.00078988,0.318759,0.318765,0.26169,0.367476,4.48379e-05,0.312522,0.000451125
-395.093,0.978843,0.210503,4,15,0,410.554,0.990428,0.999814,0.693439,0.625654,0.0100684,0.995309,0.981373,0.303236,0.95214,0.0296684,0.957779,0.721494,0.267347,0.99967,0.00493403,0.837177,0.0745447,0.457327,0.866851,0.997959,0.370036,0.319781,0.91048,0.541549,0.0412935,0.00957205,0.000185938,0.306561,0.374346,0.989932,0.00469053,0.0186272,0.696764,0.0478597,0.970332,0.0422214,0.278506,0.732653,0.000330038,0.995066,0.162823,0.925455,0.542673,0.133149,0.00204109,0.629964,0.680219,0.0895201,0.458451,0.958707,0.0111884,0.373122,0.000353211,0.379032,0.325685,0.243681,0.298205,0.0031487,0.364569,0.00101642
-392.62,0.250008,0.348876,3,7,0,404.357,0.988445,0.999727,0.673342,0.598367,0.013842,0.993005,0.945295,0.270141,0.9554,0.0301443,0.812388,0.795991,0.229411,0.999276,0.0025014,0.810912,0.0630542,0.411984,0.850441,0.994046,0.358504,0.306794,0.938966,0.554785,0.0701249,0.011555,0.000273088,0.326658,0.401633,0.986158,0.00699534,0.0547055,0.729859,0.0445997,0.969856,0.187612,0.204009,0.770589,0.000723885,0.997499,0.189088,0.936946,0.588016,0.149559,0.00595354,0.641496,0.693206,0.0610335,0.445215,0.929875,0.00137102,0.37116,0.000223645,0.399371,0.319837,0.224933,0.335899,0.00169057,0.342669,0.00284551
-392.167,0.997631,0.0818049,5,63,0,405.794,0.99818,0.999424,0.641611,0.521714,0.00220162,0.993925,0.791618,0.118726,0.818435,0.107987,0.91777,0.671892,0.124548,0.97855,0.0569902,0.777974,0.0947558,0.309534,0.843216,0.969405,0.352201,0.300588,0.933728,0.370493,0.0987937,0.00182032,0.000576192,0.358389,0.478286,0.997798,0.00607511,0.208382,0.881274,0.181565,0.892013,0.0822303,0.328108,0.875452,0.0214498,0.94301,0.222026,0.905244,0.690466,0.156784,0.0305947,0.647799,0.699412,0.066272,0.629507,0.901206,0.0282563,0.404026,0.00427498,0.34098,0.302446,0.254347,0.322152,1.18765e-05,0.342872,0.000635082
-398.17,0.992917,0.142414,5,31,0,407.07,0.975229,0.999981,0.498337,0.427746,0.00483867,0.817682,0.835186,0.00791265,0.985821,0.00471608,0.977353,0.989043,0.38244,0.923689,0.0722536,0.919292,0.0117265,0.128546,0.864531,0.84768,0.429274,0.2732,0.333045,0.881361,0.00150393,0.0247712,1.86199e-05,0.501663,0.572254,0.995161,0.182318,0.164814,0.992087,0.0141789,0.995284,0.0226472,0.0109572,0.61756,0.0763114,0.927746,0.0807076,0.988274,0.871454,0.135469,0.15232,0.570726,0.7268,0.666955,0.118639,0.998496,7.63807e-05,0.388759,0.00695028,0.322025,0.26155,0.288809,0.470542,0.000398664,0.260881,8.03527e-06
-402.335,0.251487,0.24271,4,15,0,411.506,0.950352,0.999983,0.369177,0.408207,0.00607306,0.877466,0.695536,0.00923014,0.993394,0.00110168,0.9913,0.970208,0.29796,0.965929,0.172598,0.968113,0.0109125,0.145862,0.877764,0.960474,0.452309,0.422972,0.319309,0.86568,0.0010731,0.0496482,1.74683e-05,0.630823,0.591793,0.993927,0.122534,0.304464,0.99077,0.00660608,0.998898,0.00869972,0.0297915,0.70204,0.034071,0.827402,0.0318866,0.989087,0.854138,0.122236,0.0395263,0.547691,0.577028,0.680691,0.13432,0.998927,0.000222281,0.401394,7.49427e-05,0.336309,0.25237,0.261898,0.486829,0.000278744,0.260504,0.000121205
-397.619,0.997515,0.0592856,6,63,0,415.371,0.894841,0.999945,0.762083,0.609703,0.00559161,0.992646,0.92087,0.00100836,0.853812,0.0833749,0.795941,0.967911,0.106825,0.938421,0.00138496,0.749441,0.718067,0.0167708,0.864716,0.912602,0.441548,0.103207,0.896503,0.460146,0.0238511,0.105159,5.53254e-05,0.237917,0.390297,0.994408,0.00735373,0.07913,0.998992,0.146188,0.916625,0.204059,0.0320887,0.893175,0.0615787,0.998615,0.250559,0.281933,0.983229,0.135284,0.0873982,0.558452,0.896793,0.103497,0.539854,0.976149,0.0193013,0.404046,1.06478e-05,0.336561,0.337275,0.243066,0.326306,0.00383323,0.317107,0.0124938
-400.488,0.974752,0.102079,5,31,0,412.565,0.993391,0.59908,0.38345,0.627539,0.00780018,0.752172,0.991906,0.000509707,0.992691,0.0116176,0.987277,0.99246,0.752712,0.966019,0.0132914,0.893737,0.0254222,0.0508124,0.73288,0.868941,0.343731,0.363153,0.436963,0.884598,0.0873215,0.00660921,0.40092,0.61655,0.372461,0.9922,0.247828,0.00809391,0.99949,0.0073087,0.988382,0.0127235,0.00754027,0.247288,0.0339806,0.986709,0.106263,0.974578,0.949188,0.26712,0.131059,0.656269,0.636847,0.563037,0.115402,0.912678,2.30867e-05,0.351382,0.00932436,0.363712,0.238383,0.273288,0.478502,0.00645435,0.273767,0.00516471
-396.531,0.778869,0.164382,4,31,0,416.947,0.996384,0.974488,0.51299,0.553718,0.00634399,0.971551,0.904432,0.000272351,0.993606,0.0198137,0.912776,0.834825,0.49533,0.86346,0.00582969,0.885791,0.010116,0.0415527,0.672852,0.89057,0.350262,0.326988,0.140602,0.809875,0.27737,0.00361574,0.0255121,0.48701,0.446282,0.993656,0.0284486,0.0955677,0.999728,0.00639364,0.980186,0.0872242,0.165175,0.50467,0.13654,0.99417,0.114209,0.989884,0.958447,0.327148,0.10943,0.649738,0.673012,0.859398,0.190125,0.72263,0.000584522,0.351628,0.00136676,0.318513,0.330164,0.267563,0.378934,0.00726674,0.288951,0.0550286
-401.565,0.804881,0.159492,5,31,0,415.815,0.987673,0.978468,0.481615,0.693311,0.0318748,0.984202,0.98662,0.111128,0.997379,0.176887,0.870286,0.85841,0.142737,0.882939,0.00400236,0.874461,0.585443,0.153298,0.960378,0.997119,0.407332,0.335326,0.946856,0.237534,0.00130833,0.0123266,0.0215321,0.518385,0.306689,0.968125,0.015798,0.0133795,0.888872,0.00262125,0.823113,0.129714,0.14159,0.857263,0.117061,0.995998,0.125539,0.414557,0.846702,0.039622,0.00288133,0.592668,0.664674,0.0531436,0.762466,0.998692,4.51447e-05,0.418278,2.54685e-05,0.290241,0.340031,0.291029,0.355225,1.74722e-05,0.304673,0.00043421
-399.529,0.675357,0.165332,5,31,0,416.275,0.918152,0.892639,0.861672,0.503467,0.0333818,0.98539,0.999183,0.00943924,0.907005,0.00129669,0.93212,0.906637,0.682372,0.981674,0.0080721,0.970721,0.0108846,0.183746,0.431619,0.997793,0.365312,0.170821,0.762301,0.889236,0.218376,0.0818484,0.107361,0.138328,0.496533,0.966618,0.0146095,0.000817087,0.990561,0.0929953,0.998703,0.0678795,0.0933635,0.317628,0.0183257,0.991928,0.0292792,0.989115,0.816254,0.568381,0.00220699,0.634688,0.829179,0.237699,0.110764,0.781624,0.00797972,0.401656,1.55995e-05,0.38645,0.273711,0.211669,0.426196,1.6026e-05,0.292098,0.000209228
-396.88,0.984654,0.123724,5,31,0,420.502,0.934289,0.919215,0.880518,0.550587,0.0198019,0.947664,0.998207,0.0323901,0.936508,0.00127502,0.924722,0.96739,0.605881,0.94347,0.0104196,0.977883,0.0116818,0.132967,0.548326,0.994242,0.499739,0.0882737,0.852426,0.843925,0.0667125,0.0657112,0.0807846,0.119482,0.449413,0.980198,0.0523358,0.00179271,0.96761,0.0634917,0.998725,0.0752782,0.03261,0.394119,0.0565298,0.98958,0.0221172,0.988318,0.867033,0.451674,0.00575763,0.500261,0.911726,0.147574,0.156075,0.933288,0.0676935,0.405425,7.1937e-05,0.389324,0.227085,0.204185,0.411598,0.000862206,0.293552,0.000203689
-396.88,0.0769157,0.20099,4,15,0,414.999,0.934289,0.919215,0.880518,0.550587,0.0198019,0.947664,0.998207,0.0323901,0.936508,0.00127502,0.924722,0.96739,0.605881,0.94347,0.0104196,0.977883,0.0116818,0.132967,0.548326,0.994242,0.499739,0.0882737,0.852426,0.843925,0.0667125,0.0657112,0.0807846,0.119482,0.449413,0.980198,0.0523358,0.00179271,0.96761,0.0634917,0.998725,0.0752782,0.03261,0.394119,0.0565298,0.98958,0.0221172,0.988318,0.867033,0.451674,0.00575763,0.500261,0.911726,0.147574,0.156075,0.933288,0.0676935,0.405425,7.1937e-05,0.389324,0.227085,0.204185,0.411598,0.000862206,0.293552,0.000203689
-396.729,0.983409,0.0342985,7,127,0,416.183,0.953079,0.990713,0.440073,0.683197,0.031735,0.9467,0.998754,0.0532679,0.960503,0.00715398,0.975428,0.781133,0.189257,0.988817,0.0435029,0.760792,0.725724,0.250251,0.962027,0.982013,0.443536,0.178269,0.903203,0.5864,0.0146512,0.0469207,0.00928687,0.559927,0.316803,0.968265,0.0532997,0.00124629,0.946732,0.0394969,0.992846,0.0245725,0.218867,0.810743,0.0111828,0.956497,0.239208,0.274276,0.749749,0.0379732,0.0179868,0.556464,0.821731,0.0967967,0.4136,0.985349,2.96318e-06,0.470847,3.23306e-06,0.309943,0.418769,0.203579,0.325791,0.00135746,0.255435,0.0142732
-398.862,0.997924,0.0556594,6,63,0,415.404,0.985777,0.99995,0.682244,0.669185,0.0735386,0.949626,0.997715,0.0146919,0.988543,0.00717647,0.812483,0.95075,0.56345,0.995121,0.0146995,0.853368,0.0131186,0.173698,0.762983,0.785998,0.397924,0.181737,0.370581,0.627467,0.0356051,0.0142225,5.03014e-05,0.317756,0.330815,0.926461,0.0503739,0.00228477,0.985308,0.0114566,0.992824,0.187517,0.0492499,0.43655,0.00487892,0.9853,0.146632,0.986881,0.826302,0.237017,0.214002,0.602076,0.818263,0.629419,0.372533,0.964395,7.61645e-10,0.360945,2.52069e-07,0.384257,0.20215,0.254749,0.436515,2.6181e-06,0.361335,4.64406e-05
-393.659,0.993485,0.0929246,5,63,0,409.396,0.903203,0.999012,0.668625,0.668287,0.00404214,0.911749,0.994463,0.00624726,0.796623,0.0995605,0.981852,0.790225,0.152498,0.988792,0.0780683,0.858346,0.56448,0.185804,0.798486,0.977202,0.278135,0.290603,0.892397,0.718268,0.0386175,0.0967973,0.000988034,0.331375,0.331713,0.995958,0.0882512,0.00553662,0.993753,0.203377,0.90044,0.0181476,0.209775,0.847502,0.0112076,0.921932,0.141654,0.43552,0.814196,0.201514,0.0227979,0.721865,0.709397,0.107603,0.281732,0.961383,6.90914e-05,0.471935,3.43521e-07,0.287859,0.417534,0.235829,0.346218,0.00312062,0.236178,0.00125529
-399.73,0.548734,0.152361,5,31,0,416.62,0.787148,0.999932,0.54045,0.693909,0.00498777,0.942237,0.980303,0.0142805,0.957599,0.0859456,0.984954,0.982221,0.0681175,0.999056,0.114664,0.77684,0.484781,0.248111,0.906713,0.955786,0.384435,0.606743,0.945215,0.785998,0.0762447,0.212852,6.76143e-05,0.45955,0.306091,0.995012,0.0577631,0.0196971,0.98572,0.0424012,0.914054,0.0150462,0.0177785,0.931882,0.000943696,0.885336,0.22316,0.515219,0.751889,0.0932869,0.044214,0.615565,0.393257,0.0547855,0.214002,0.923755,0.000705192,0.458645,1.61092e-09,0.32387,0.368121,0.178308,0.393497,0.039037,0.237676,0.000139924
-396.907,0.983305,0.0851067,5,31,0,412.191,0.959168,0.999854,0.468741,0.669732,0.0031351,0.875716,0.880448,0.0350741,0.934117,0.0389277,0.950495,0.90883,0.368517,0.989939,0.00451204,0.901038,0.40324,0.208691,0.919058,0.967992,0.489826,0.0279648,0.938839,0.809419,0.0289855,0.0408321,0.000146166,0.531259,0.330268,0.996865,0.124284,0.119552,0.964926,0.0658827,0.961072,0.0495054,0.0911699,0.631483,0.010061,0.995488,0.0989618,0.59676,0.791309,0.0809417,0.0320085,0.510174,0.972035,0.0611614,0.190581,0.971014,0.0518044,0.407603,9.17179e-09,0.405785,0.277307,0.186605,0.357777,6.83975e-06,0.313112,1.8922e-09
-398.538,0.996631,0.135317,5,31,0,418.665,0.824751,0.999996,0.53091,0.795787,0.00750208,0.96584,0.889718,0.00498186,0.959363,0.0397626,0.916457,0.995314,0.592348,0.996851,0.00113699,0.84455,0.159102,0.0792683,0.980876,0.851386,0.294111,0.657091,0.427145,0.588427,0.00146047,0.175249,3.58801e-06,0.46909,0.204213,0.992498,0.0341602,0.110282,0.995018,0.0406375,0.960237,0.0835433,0.00468591,0.407652,0.00314923,0.998863,0.15545,0.840898,0.920732,0.0191236,0.148614,0.705889,0.342909,0.572855,0.411573,0.99854,5.63498e-05,0.423181,0.000290582,0.288242,0.353151,0.259121,0.352897,0.0134793,0.293605,0.0159767
-394.482,0.845176,0.220647,4,15,0,419.028,0.808137,0.99967,0.700794,0.434402,0.0202581,0.942224,0.890513,0.142448,0.870844,0.0273198,0.943797,0.699564,0.0776264,0.998318,0.0142405,0.805882,0.344807,0.336931,0.441399,0.908628,0.414098,0.0323716,0.855663,0.465625,0.0163099,0.191863,0.000330114,0.299206,0.565598,0.979742,0.0577761,0.109487,0.857552,0.129156,0.97268,0.0562033,0.300436,0.922374,0.00168208,0.98576,0.194118,0.655193,0.663069,0.558601,0.0913717,0.585902,0.967628,0.144337,0.534375,0.98369,0.00314125,0.330635,0.000351407,0.347065,0.197997,0.321906,0.505038,2.48909e-09,0.293472,0.000394517
-392.792,0.369574,0.250104,4,15,0,409.739,0.701463,0.999512,0.666126,0.450421,0.0240004,0.939907,0.782838,0.0849839,0.937927,0.0204817,0.93776,0.830456,0.0825244,0.99707,0.0103745,0.790068,0.289791,0.256967,0.469514,0.921594,0.336832,0.0456033,0.811296,0.430909,0.0113876,0.298537,0.000488321,0.333874,0.549579,0.976,0.0600934,0.217162,0.915016,0.0620729,0.979518,0.06224,0.169544,0.917476,0.0029304,0.989625,0.209932,0.710209,0.743033,0.530486,0.0784057,0.663168,0.954397,0.188704,0.569091,0.988612,0.000422758,0.315877,0.000208107,0.329273,0.201379,0.354281,0.524464,3.79623e-09,0.273526,0.000569309
-391.68,0.985759,0.0929297,5,63,0,409.536,0.899695,0.630054,0.645882,0.814233,0.012179,0.918663,0.880213,0.0189626,0.955493,0.0473299,0.98054,0.997979,0.166449,0.906173,0.163181,0.968701,0.0853531,0.103406,0.770067,0.839529,0.0759404,0.359732,0.397185,0.482646,0.00697039,0.100305,0.369946,0.354118,0.185767,0.987821,0.0813369,0.119787,0.981037,0.0445068,0.95267,0.0194602,0.00202081,0.833551,0.0938274,0.836819,0.0312987,0.914647,0.896594,0.229933,0.160471,0.92406,0.640268,0.602815,0.517354,0.99303,8.13271e-05,0.367591,0.0110839,0.311004,0.23394,0.304762,0.40494,0.0150506,0.349955,0.00159265
-387.949,0.997969,0.146642,5,31,0,403.207,0.918729,0.999327,0.537091,0.266613,0.0363196,0.944943,0.940843,0.0241507,0.999395,0.0267354,0.956865,0.971277,0.183729,0.94517,0.0765303,0.979763,0.272696,0.232557,0.882628,0.930256,0.467279,0.202582,0.8651,0.614309,0.113307,0.0812715,0.00067339,0.462909,0.733387,0.96368,0.0550569,0.0591571,0.975849,0.000604961,0.973265,0.0431352,0.0287227,0.816271,0.0548301,0.92347,0.0202374,0.727304,0.767443,0.117372,0.0697442,0.532721,0.797418,0.1349,0.385691,0.886693,0.000946817,0.401747,0.000446681,0.355524,0.287068,0.23269,0.432793,0.00912943,0.278745,0.000910432
-388.423,0.484022,0.236597,4,15,0,403.379,0.779001,0.867422,0.493316,0.292442,0.162094,0.977642,0.82527,0.170227,0.966902,0.105549,0.944875,0.917076,0.50025,0.988954,0.0629981,0.859519,0.178769,0.453607,0.88715,0.890885,0.556295,0.102306,0.85802,0.479912,0.0662912,0.220999,0.132578,0.506684,0.707558,0.837906,0.0223578,0.17473,0.829773,0.0330979,0.894451,0.0551248,0.0829238,0.49975,0.0110456,0.937002,0.140481,0.821231,0.546393,0.11285,0.109115,0.443705,0.897694,0.14198,0.520088,0.933709,0.00625182,0.365078,0.00252577,0.377059,0.333032,0.257595,0.371209,5.54285e-05,0.286981,0.000211327
-394.075,0.969498,0.116546,5,31,0,406.906,0.958266,0.907793,0.519195,0.276008,0.287042,0.899175,0.940213,0.0911095,0.7848,0.0371319,0.724239,0.578072,0.250663,0.850276,0.298479,0.84915,0.179387,0.472252,0.681732,0.987804,0.321881,0.220446,0.901527,0.64058,0.0299086,0.0417337,0.0922069,0.480805,0.723992,0.712958,0.100825,0.0597871,0.908891,0.2152,0.962868,0.275761,0.421928,0.749337,0.149724,0.701521,0.15085,0.820613,0.527748,0.318268,0.012196,0.678119,0.779554,0.0984733,0.35942,0.970091,0.0115382,0.375854,0.000841325,0.382107,0.370696,0.242013,0.371037,2.51964e-05,0.245887,3.23297e-07
-388.607,0.951184,0.175365,4,15,0,410.032,0.818748,0.962255,0.458587,0.463325,0.0213982,0.970413,0.997352,0.0531226,0.9787,0.0682022,0.999684,0.95943,0.638989,0.989594,0.0101452,0.92377,0.189763,0.219663,0.927037,0.986057,0.500519,0.227071,0.678359,0.547837,0.117799,0.181252,0.0377454,0.541413,0.536675,0.978602,0.0295875,0.00264754,0.946877,0.0213005,0.931798,0.000316306,0.0405703,0.361011,0.0104062,0.989855,0.0762302,0.810237,0.780337,0.0729635,0.013943,0.499481,0.772929,0.321641,0.452163,0.882201,0.00497083,0.363749,0.00127325,0.404664,0.31881,0.192067,0.422155,0.00287948,0.252791,0.0366415
-394.355,0.86272,0.251821,4,15,0,405.444,0.964498,0.959999,0.726152,0.73253,0.0137869,0.872809,0.697585,0.0061262,0.992708,0.0186102,0.992639,0.641531,0.919546,0.875245,0.0116696,0.76504,0.243685,0.360685,0.862951,0.880355,0.434148,0.0159419,0.860774,0.790376,0.0120197,0.0355018,0.0400014,0.273848,0.26747,0.986213,0.127191,0.302415,0.993874,0.00729163,0.98139,0.00736101,0.358469,0.0804545,0.124755,0.98833,0.23496,0.756315,0.639315,0.137049,0.119645,0.565852,0.984058,0.139226,0.209624,0.98798,0.00476031,0.484286,0.00356887,0.302662,0.325279,0.212675,0.34765,8.86682e-05,0.318741,0.000288429
