# stan_version_major = 2
# stan_version_minor = 14
# stan_version_patch = 0
# model = LDA_model
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = 1
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 1
# id = 1
# data
#   file = LDA_1.data.R
# init = 2 (Default)
# random
#   seed = 4189522076
# output
#   file = LDA_samples_1.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,theta.1.1,theta.2.1,theta.3.1,theta.4.1,theta.5.1,theta.6.1,theta.7.1,theta.8.1,theta.9.1,theta.10.1,theta.11.1,theta.12.1,theta.13.1,theta.14.1,theta.15.1,theta.16.1,theta.17.1,theta.18.1,theta.19.1,theta.20.1,theta.21.1,theta.22.1,theta.23.1,theta.24.1,theta.25.1,theta.1.2,theta.2.2,theta.3.2,theta.4.2,theta.5.2,theta.6.2,theta.7.2,theta.8.2,theta.9.2,theta.10.2,theta.11.2,theta.12.2,theta.13.2,theta.14.2,theta.15.2,theta.16.2,theta.17.2,theta.18.2,theta.19.2,theta.20.2,theta.21.2,theta.22.2,theta.23.2,theta.24.2,theta.25.2,phi.1.1,phi.2.1,phi.1.2,phi.2.2,phi.1.3,phi.2.3,phi.1.4,phi.2.4,phi.1.5,phi.2.5
-391.865,0.945884,0.18879,4,15,0,420.08,0.994425,0.949325,0.519631,0.482275,0.0814894,0.999271,0.855746,0.0464035,0.747578,0.118815,0.954614,0.974752,0.366328,0.888431,0.0196788,0.568681,0.0946978,0.174542,0.931873,0.948113,0.517675,0.340924,0.898591,0.61117,0.00127677,0.0055748,0.0506748,0.480369,0.517725,0.918511,0.000729028,0.144254,0.953597,0.252422,0.881185,0.0453863,0.0252482,0.633672,0.111569,0.980321,0.431319,0.905302,0.825458,0.0681269,0.0518871,0.482325,0.659076,0.101409,0.38883,0.998723,0.00533139,0.485273,0.00143493,0.287156,0.317238,0.227279,0.314587,0.000248318,0.361409,4.43777e-05
-402.552,0.452352,0.303871,3,15,0,416.211,0.470106,0.980977,0.678231,0.799684,0.00301377,0.955075,0.990569,0.026167,0.989068,0.00401143,0.957918,0.630251,0.295964,0.998175,0.115664,0.950709,0.0276691,0.194673,0.764102,0.741258,0.116002,0.207888,0.575527,0.793682,0.000166803,0.529894,0.0190226,0.321769,0.200316,0.996986,0.0449249,0.00943056,0.973833,0.0109323,0.995989,0.0420823,0.369749,0.704036,0.00182519,0.884336,0.049291,0.972331,0.805327,0.235898,0.258742,0.883998,0.792112,0.424473,0.206318,0.999833,9.68908e-05,0.335829,0.000573302,0.329276,0.218707,0.334894,0.536517,3.21585e-09,0.244106,2.37863e-08
-403.076,0.982647,0.108991,5,31,0,430.252,0.995713,0.991418,0.670794,0.620378,0.00312121,0.999925,0.610545,0.0498718,0.945757,0.00959372,0.981118,0.981619,0.236364,0.824131,0.0222469,0.641621,0.447138,0.0608425,0.903311,0.992141,0.603582,0.0911763,0.783002,0.453158,7.53537e-07,0.00428657,0.00858211,0.329206,0.379622,0.996879,7.50572e-05,0.389455,0.950128,0.0542426,0.990406,0.0188815,0.0183812,0.763636,0.175869,0.977753,0.358379,0.552862,0.939157,0.0966888,0.00785867,0.396418,0.908824,0.216998,0.546842,0.999999,2.74159e-08,0.435035,8.7735e-06,0.330899,0.279375,0.234064,0.374791,1.4247e-06,0.345826,2.17386e-07
-402.148,0.625,0.195923,2,7,0,421.666,0.996335,0.994959,0.668073,0.61691,0.00474913,0.999905,0.765653,0.0808193,0.956031,0.00762426,0.981494,0.982075,0.209684,0.838486,0.0248184,0.57119,0.416342,0.0767394,0.885645,0.987323,0.559494,0.0745688,0.79765,0.481728,1.08206e-06,0.00366533,0.00504066,0.331927,0.38309,0.995251,9.50243e-05,0.234347,0.919181,0.0439691,0.992376,0.0185061,0.0179249,0.790316,0.161514,0.975182,0.42881,0.583658,0.923261,0.114355,0.012677,0.440506,0.925431,0.20235,0.518272,0.999999,1.13119e-08,0.428812,1.90138e-07,0.334179,0.271713,0.237005,0.3919,1.92936e-06,0.336387,9.40376e-07
-400.981,0.991975,0.120236,5,31,0,415.626,0.692016,0.988557,0.642344,0.730975,0.0807559,0.999775,0.929034,0.000750612,0.977594,0.0114638,0.773287,0.986766,0.066864,0.989518,0.196087,0.961437,0.264844,0.272851,0.766444,0.998259,0.386042,0.568926,0.312793,0.814676,3.03545e-06,0.307984,0.0114429,0.357656,0.269025,0.919244,0.000224682,0.0709665,0.999249,0.022406,0.988536,0.226713,0.0132336,0.933136,0.0104816,0.803913,0.038563,0.735156,0.727149,0.233556,0.00174051,0.613958,0.431074,0.687207,0.185324,0.999997,1.22075e-06,0.400504,8.86368e-06,0.331719,0.326692,0.257056,0.363335,0.00367127,0.309963,0.00704988
-390.78,0.391106,0.220338,5,47,0,419.424,0.956579,0.976486,0.394075,0.686659,0.035451,0.994222,0.971481,0.235729,0.997688,0.111759,0.96841,0.853755,0.103164,0.985938,0.0474755,0.93487,0.31229,0.181389,0.925331,0.975022,0.282783,0.101539,0.503511,0.61761,0.0209313,0.0434206,0.0235139,0.605925,0.313341,0.964549,0.005778,0.0285188,0.764271,0.00231219,0.888241,0.0315903,0.146245,0.896836,0.0140619,0.952524,0.0651299,0.68771,0.818611,0.0746686,0.0249777,0.717217,0.898461,0.496489,0.38239,0.979069,7.85728e-05,0.349319,0.000333181,0.349524,0.213718,0.29812,0.39766,0.00293076,0.38821,0.00010695
-391.517,0.999651,0.0687117,6,63,0,404.258,0.902298,0.998307,0.771781,0.448435,0.0192751,0.930931,0.96001,0.000157797,0.994797,0.0186277,0.967119,0.80923,0.139938,0.986864,0.0168157,0.706137,0.0851635,0.19047,0.87137,0.916045,0.223162,0.0969999,0.889075,0.575671,0.00862633,0.0977017,0.00169324,0.228219,0.551565,0.980725,0.0690689,0.0399903,0.999842,0.00520297,0.981372,0.0328814,0.19077,0.860062,0.0131361,0.983184,0.293863,0.914837,0.80953,0.12863,0.0839553,0.776838,0.903,0.110925,0.424329,0.991374,4.39175e-06,0.41633,0.000264708,0.269686,0.293478,0.313628,0.442098,0.000317422,0.264155,3.86641e-05
-397.48,0.980841,0.128226,5,31,0,409.469,0.998131,0.763754,0.340304,0.678764,0.0320493,0.965427,0.936624,0.0661376,0.813596,0.0095862,0.999951,0.993551,0.396391,0.983482,0.144085,0.959447,0.328941,0.32188,0.627073,0.975872,0.435429,0.0836922,0.408417,0.545161,0.0441662,0.00186856,0.236246,0.659696,0.321236,0.967951,0.0345732,0.0633758,0.933862,0.186404,0.990414,4.90867e-05,0.00644949,0.603609,0.016518,0.855915,0.0405532,0.671059,0.67812,0.372927,0.0241279,0.564571,0.916308,0.591583,0.454839,0.955834,3.46862e-07,0.366464,0.0104392,0.385528,0.21858,0.244079,0.359384,0.000336957,0.411596,0.0035919
-394.191,0.897996,0.224375,4,15,0,415.988,0.854525,0.9858,0.604954,0.444374,0.0275976,0.852454,0.744345,0.000879181,0.958698,0.0754631,0.795099,0.85633,0.28703,0.91692,0.00329591,0.965792,0.0920899,0.0399726,0.880756,0.332666,0.217792,0.310832,0.555168,0.466753,0.00498682,0.145475,0.0141998,0.395046,0.555626,0.972402,0.147546,0.255655,0.999121,0.0413016,0.924537,0.204901,0.14367,0.71297,0.0830796,0.996704,0.0342081,0.90791,0.960027,0.119244,0.667334,0.782208,0.689168,0.444832,0.533247,0.995013,1.39305e-10,0.35861,1.5452e-05,0.262175,0.173616,0.364622,0.443068,0.00962589,0.3833,0.00496721
-398.415,0.70687,0.307026,4,15,0,411.438,0.830004,0.961948,0.53935,0.752872,0.0266791,0.998565,0.99579,0.205998,0.96277,0.0047541,0.990481,0.999978,0.222055,0.972258,0.165818,0.988696,0.26464,0.0642068,0.768592,0.996753,0.0234987,0.0795423,0.607802,0.54668,0.011987,0.169996,0.0380519,0.46065,0.247128,0.973321,0.00143486,0.00420996,0.794002,0.0372301,0.995246,0.00951921,2.18558e-05,0.777945,0.0277415,0.834182,0.0113039,0.73536,0.935793,0.231408,0.00324697,0.976501,0.920458,0.392198,0.45332,0.988013,0.00165267,0.298819,0.0172911,0.377684,0.304652,0.273228,0.425812,0.00134399,0.250593,0.0489257
-396.994,0.851112,0.243229,4,15,0,410.576,0.97227,0.964176,0.820634,0.468109,0.0707618,0.975566,0.550023,0.00167102,0.878519,0.00163979,0.791499,0.99905,0.424091,0.9325,0.0111281,0.611076,0.234341,0.253873,0.93578,0.999532,0.448797,0.00264444,0.782969,0.767492,0.0445876,0.0277298,0.0358241,0.179366,0.531891,0.929238,0.0244339,0.449977,0.998329,0.121481,0.99836,0.208501,0.000949601,0.575909,0.0675002,0.988872,0.388924,0.765659,0.746127,0.0642199,0.000467889,0.551203,0.997356,0.217031,0.232508,0.955412,0.0144612,0.451074,4.97851e-08,0.311709,0.298924,0.225066,0.378073,3.08988e-05,0.308541,0.0121208
-399.807,0.656713,0.290126,4,15,0,411.848,0.874227,0.977643,0.724988,0.747767,0.0344108,0.999519,0.997938,0.167112,0.966105,0.0637119,0.999639,0.996171,0.284596,0.960943,0.147109,0.965663,0.221079,0.298225,0.915331,0.999945,0.378082,0.818481,0.652593,0.502574,0.00493717,0.125773,0.0223569,0.275012,0.252233,0.965589,0.000480966,0.00206237,0.832888,0.0338948,0.936288,0.000361092,0.00382861,0.715404,0.0390568,0.852891,0.0343367,0.778921,0.701775,0.0846694,5.47163e-05,0.621918,0.181519,0.347407,0.497426,0.995063,4.43528e-05,0.356263,9.7347e-06,0.38164,0.298208,0.260417,0.426414,3.48039e-05,0.275324,0.00164523
-403.214,0.984175,0.20081,4,15,0,419.827,0.887722,0.99942,0.490968,0.354891,0.00402718,0.630609,0.758361,0.000957821,0.904715,0.0378449,0.972072,0.992097,0.196725,0.899729,0.00116654,0.591114,0.0235416,0.26692,0.943145,0.260448,0.352458,0.00545026,0.719166,0.687193,0.0136947,0.112278,0.000579866,0.509032,0.645109,0.995973,0.369391,0.241639,0.999042,0.0952846,0.962155,0.0279281,0.00790262,0.803275,0.100271,0.998833,0.408886,0.976458,0.73308,0.0568547,0.739552,0.647542,0.99455,0.280834,0.312807,0.986305,0.00010807,0.41759,8.14588e-05,0.290545,0.217351,0.291693,0.439475,0.00016421,0.342985,7.74932e-06
-404.553,0.574248,0.34549,3,7,0,422.061,0.796097,0.999972,0.556687,0.392796,0.00365404,0.723753,0.927826,0.0044417,0.945157,0.0115338,0.965899,0.996323,0.0513688,0.836917,0.0111172,0.789909,0.0213199,0.0738761,0.911335,0.620752,0.512362,0.00327019,0.42646,0.625581,0.00456676,0.203903,2.79023e-05,0.443313,0.607204,0.996346,0.276247,0.0721741,0.995558,0.0548432,0.988466,0.0341012,0.00367672,0.948631,0.163083,0.988883,0.210091,0.97868,0.926124,0.0886651,0.379248,0.487638,0.99673,0.57354,0.374419,0.995433,2.09379e-06,0.398614,5.59869e-07,0.281455,0.175727,0.319844,0.441693,8.61479e-05,0.382577,9.19985e-07
-391.004,0.843956,0.191699,4,15,0,416.723,0.925655,0.975596,0.614869,0.655362,0.114382,0.989577,0.775345,0.16166,0.85494,0.0787213,0.995509,0.940768,0.113298,0.9899,0.148721,0.940936,0.041754,0.13717,0.856648,0.989005,0.246348,0.0598384,0.654964,0.686663,0.158393,0.0743446,0.0244038,0.385131,0.344638,0.885618,0.010423,0.224655,0.83834,0.14506,0.921279,0.00449112,0.0592319,0.886702,0.0100996,0.851279,0.0590635,0.958246,0.86283,0.143352,0.0109949,0.753652,0.940162,0.345036,0.313337,0.841607,0.0644122,0.344814,0.00514439,0.363294,0.301078,0.291688,0.348092,0.000138922,0.281274,6.55218e-05
-391.666,0.287124,0.223441,4,15,0,408.975,0.748305,0.966737,0.507131,0.688425,0.153769,0.991339,0.919369,0.201515,0.954437,0.0561738,0.973844,0.974916,0.232564,0.827108,0.155479,0.933488,0.033609,0.201524,0.773462,0.983954,0.449233,0.0120464,0.625187,0.759534,0.106215,0.251695,0.0332635,0.492869,0.311575,0.846231,0.00866063,0.0806309,0.798485,0.0455634,0.943826,0.0261561,0.0250837,0.767436,0.172892,0.844521,0.0665122,0.966391,0.798476,0.226538,0.0160461,0.550767,0.987954,0.374813,0.240466,0.893785,0.000677662,0.343656,0.00763024,0.392111,0.316445,0.264122,0.361175,5.15335e-05,0.314072,5.92018e-05
-394.111,0.997182,0.057967,6,63,0,405.267,0.958672,0.922668,0.737255,0.625676,0.0170087,0.679249,0.726312,0.00608051,0.979847,0.0334972,0.999046,0.656159,0.11954,0.988264,0.00523746,0.958084,0.0453926,0.185558,0.775552,0.99114,0.64548,0.651128,0.754066,0.682137,0.0199582,0.0413282,0.0773323,0.262745,0.374324,0.982991,0.320751,0.273688,0.993919,0.0201526,0.966503,0.000953506,0.343841,0.88046,0.0117363,0.994763,0.0419161,0.954607,0.814442,0.224448,0.00885957,0.35452,0.348872,0.245934,0.317863,0.980042,7.2724e-07,0.383376,0.000615797,0.339915,0.288769,0.276235,0.438627,0.000473696,0.271988,4.38358e-07
-392.333,0.998878,0.102477,5,31,0,407.799,0.977223,0.994865,0.5124,0.554409,0.0828305,0.999116,0.986879,0.00567338,0.828454,0.00771036,0.872636,0.991913,0.628867,0.919444,0.000569412,0.819466,0.481177,0.110224,0.874402,0.979045,0.121067,0.0859497,0.741408,0.571325,0.0547249,0.0227767,0.00513543,0.4876,0.445591,0.917169,0.000884028,0.0131209,0.994327,0.171546,0.99229,0.127364,0.00808731,0.371133,0.080556,0.999431,0.180534,0.518823,0.889776,0.125598,0.0209547,0.878933,0.91405,0.258592,0.428675,0.945275,0.000183487,0.413823,8.72654e-07,0.312908,0.286438,0.250789,0.383775,2.32345e-06,0.329603,0.0224775
-401.648,0.901884,0.180308,4,15,0,416.088,0.834118,0.987464,0.682638,0.454733,0.00336491,0.758201,0.712063,0.0161247,0.985167,0.000593132,0.989201,0.922456,0.130729,0.999996,0.398091,0.900513,0.031239,0.0134088,0.863136,0.988096,0.702843,0.178791,0.688503,0.644193,0.0293346,0.165882,0.0125355,0.317362,0.545267,0.996635,0.241799,0.287937,0.983875,0.0148333,0.999407,0.0107994,0.0775444,0.869271,3.77313e-06,0.601909,0.0994869,0.968761,0.986591,0.136864,0.0119037,0.297157,0.821209,0.311497,0.355807,0.970665,3.66536e-06,0.396473,7.0299e-07,0.354999,0.28302,0.245106,0.430024,0.00342172,0.286952,1.09595e-09
-397.342,0.733507,0.243614,4,15,0,423.854,0.887817,0.989081,0.61965,0.466865,0.0115305,0.920251,0.523833,0.0222423,0.991892,0.00173915,0.974125,0.851254,0.158858,0.999992,0.29844,0.908546,0.0372086,0.0329664,0.666102,0.987369,0.728296,0.171562,0.734112,0.638337,0.0424621,0.112183,0.0109189,0.38035,0.533135,0.98847,0.0797494,0.476167,0.977758,0.00810758,0.998261,0.0258752,0.148746,0.841142,8.16565e-06,0.70156,0.0914537,0.962791,0.967034,0.333898,0.0126311,0.271704,0.828438,0.265888,0.361663,0.957538,5.91154e-06,0.394537,2.90028e-06,0.339684,0.292201,0.257679,0.421797,0.00809995,0.285993,1.59431e-09
-406.18,0.890072,0.211122,4,15,0,416.984,0.941534,0.74466,0.404429,0.611678,0.128552,0.898235,0.981308,0.0438755,0.994607,0.0461823,0.755393,0.758321,0.606462,0.999999,0.00500483,0.675739,0.334992,0.53594,0.920802,0.604156,0.304634,0.350728,0.876858,0.414185,0.000444509,0.0584656,0.25534,0.595571,0.388322,0.871448,0.101765,0.0186924,0.956125,0.00539302,0.953818,0.244607,0.241679,0.393538,1.06251e-06,0.994995,0.324261,0.665008,0.46406,0.079198,0.395844,0.695366,0.649272,0.123142,0.585815,0.999555,1.64043e-08,0.362981,2.08699e-07,0.397066,0.275051,0.237228,0.492613,0.00272469,0.232335,2.06016e-07
-411.383,0.855118,0.274973,4,15,0,425.347,0.890711,0.999693,0.673138,0.646914,0.00118598,0.999748,0.852827,0.031519,0.770863,0.000564295,0.992141,0.95087,0.0908993,0.987377,0.215125,0.916327,0.0409642,0.0258078,0.5561,0.988449,0.334693,0.18887,0.319888,0.71485,0.000468746,0.109289,0.000306724,0.326862,0.353086,0.998814,0.000251664,0.147173,0.968481,0.229137,0.999436,0.00785915,0.0491299,0.909101,0.0126227,0.784875,0.0836728,0.959036,0.974192,0.4439,0.0115511,0.665307,0.81113,0.680112,0.28515,0.999531,1.46175e-12,0.388936,1.72936e-07,0.26412,0.233509,0.3469,0.341499,7.49429e-12,0.424992,4.27823e-05
-397.861,0.59579,0.326019,3,15,0,424.151,0.64393,0.985224,0.705142,0.435024,0.0484962,0.987215,0.900801,0.0477846,0.936445,9.4867e-07,0.982467,0.97733,0.279458,0.937033,0.021994,0.813473,0.053583,0.287747,0.809663,0.958142,0.302831,0.107373,0.68777,0.609468,0.0012052,0.35607,0.0147757,0.294858,0.564976,0.951504,0.0127847,0.0991992,0.952215,0.0635549,0.999999,0.0175329,0.0226704,0.720542,0.0629668,0.978006,0.186527,0.946417,0.712253,0.190337,0.041858,0.697169,0.892627,0.31223,0.390532,0.998795,8.51411e-12,0.410621,2.45927e-09,0.324883,0.275806,0.264474,0.393014,1.71685e-10,0.331179,2.20958e-05
-410.315,0.774164,0.199044,3,15,0,424.981,0.921936,0.973041,0.665636,0.559839,0.0067468,0.998618,0.502848,0.0398569,0.971802,1.35224e-05,0.446086,0.976107,0.138132,0.991863,0.00679905,0.82618,0.191017,0.24745,0.581171,0.996005,0.503555,0.0214273,0.734532,0.769643,0.00875442,0.078064,0.0269588,0.334364,0.440161,0.993253,0.0013821,0.497152,0.960143,0.0281979,0.999986,0.553914,0.0238932,0.861868,0.00813664,0.993201,0.17382,0.808983,0.75255,0.418829,0.00399543,0.496445,0.978573,0.265468,0.230357,0.991246,2.8305e-09,0.341668,2.72706e-10,0.370165,0.32011,0.288167,0.356467,1.49803e-16,0.323424,5.61732e-07
-403.317,0.992858,0.192223,4,15,0,425.911,0.957004,0.969966,0.745595,0.60827,0.0208862,0.998484,0.959367,0.0590285,0.825618,0.000204575,0.947928,0.967153,0.169222,0.952709,0.00768561,0.894516,0.108224,0.122614,0.660754,0.996111,0.707303,0.141325,0.686581,0.79818,0.00292845,0.0429961,0.030034,0.254405,0.39173,0.979114,0.00151628,0.0406327,0.940972,0.174382,0.999795,0.0520721,0.0328475,0.830778,0.0472915,0.992314,0.105484,0.891776,0.877386,0.339246,0.00388866,0.292697,0.858675,0.313419,0.20182,0.997072,6.84023e-08,0.365754,4.44003e-10,0.318127,0.272915,0.316118,0.35563,2.78823e-16,0.371454,1.14247e-07
-401.008,0.403543,0.321605,4,15,0,417.478,0.827588,0.997134,0.758602,0.527808,0.084333,0.999867,0.832123,0.004756,0.993981,0.0592792,0.703833,0.994669,0.113074,0.842686,0.178428,0.843251,0.126342,0.379507,0.800463,0.997454,0.452708,0.393276,0.701015,0.599874,0.00977059,0.172412,0.00286561,0.241398,0.472192,0.915667,0.000132906,0.167877,0.995244,0.00601931,0.940721,0.296167,0.00533063,0.886926,0.157314,0.821572,0.156749,0.873658,0.620493,0.199537,0.002546,0.547292,0.606724,0.298985,0.400126,0.990229,5.13112e-06,0.403797,3.05957e-09,0.342072,0.250975,0.254131,0.417065,4.19837e-16,0.331956,1.82578e-08
-395.761,0.977099,0.122902,5,31,0,415.272,0.999094,0.722217,0.534486,0.639044,0.0923603,0.998818,0.971132,0.0162221,0.997872,0.0693074,0.999654,0.96004,0.425339,0.958518,0.0810394,0.741506,0.24373,0.301458,0.758036,0.986923,0.661113,0.409532,0.854438,0.639374,0.134688,0.000906074,0.277783,0.465514,0.360956,0.90764,0.0011824,0.0288682,0.983778,0.00212805,0.930693,0.000346343,0.0399599,0.574661,0.0414825,0.918961,0.258494,0.75627,0.698542,0.241964,0.0130768,0.338887,0.590468,0.145562,0.360626,0.865312,2.95852e-06,0.350997,7.35808e-06,0.335542,0.297285,0.298697,0.41885,0.014763,0.283854,5.83272e-08
-398.476,0.95327,0.196873,4,15,0,411.356,0.993011,0.663793,0.542212,0.61857,0.0203395,0.993949,0.973302,0.00881078,0.997244,0.00725277,0.999931,0.941491,0.41249,0.902061,0.061294,0.910521,0.366672,0.216191,0.824728,0.998174,0.657112,0.206389,0.879066,0.722271,0.0960779,0.00698859,0.336207,0.457788,0.38143,0.97966,0.00605147,0.0266976,0.991189,0.00275584,0.992747,6.85845e-05,0.0585093,0.58751,0.0979387,0.938706,0.0894787,0.633328,0.783809,0.175272,0.00182609,0.342888,0.793611,0.120934,0.277729,0.903922,1.42017e-07,0.351154,7.84174e-08,0.329823,0.321014,0.312615,0.40466,0.00640857,0.274325,9.45042e-08
-391.566,0.419206,0.295385,4,15,0,411.795,0.95292,0.995578,0.663408,0.587926,0.00309081,0.922162,0.991738,0.111396,0.960547,0.00187352,0.984377,0.735249,0.615547,0.981849,0.0411488,0.887096,0.281824,0.0781141,0.642232,0.999065,0.321663,0.14288,0.735169,0.667075,0.0252752,0.04708,0.00442173,0.336592,0.412074,0.996909,0.0778382,0.00826188,0.888604,0.0394533,0.998126,0.0156233,0.264751,0.384453,0.0181512,0.958851,0.112904,0.718176,0.921886,0.357768,0.000934626,0.678337,0.85712,0.264831,0.332925,0.974725,9.75615e-05,0.331929,2.85749e-09,0.379651,0.248531,0.282178,0.480599,0.00409583,0.270772,0.00214666
-389.718,0.989682,0.119743,5,31,0,403.318,0.877217,0.967613,0.538367,0.481862,0.0334715,0.959857,0.999789,0.0105429,0.929398,0.0262888,0.874365,0.991996,0.21995,0.918701,0.108345,0.728093,0.126197,0.115818,0.912618,0.998038,0.408164,0.33665,0.675224,0.595986,0.0365758,0.122783,0.0323873,0.461633,0.518138,0.966529,0.0401429,0.000211194,0.989457,0.0706015,0.973711,0.125635,0.00800374,0.78005,0.0812986,0.891655,0.271907,0.873803,0.884182,0.087382,0.00196171,0.591836,0.66335,0.324776,0.404014,0.963424,0.0161527,0.43873,1.2214e-08,0.345048,0.37694,0.211871,0.341677,7.50755e-05,0.265231,0.00427653
-391.025,0.314953,0.19574,4,15,0,409.729,0.96414,0.939538,0.563597,0.526863,0.0206975,0.780288,0.999708,0.00489739,0.949833,0.0176314,0.888714,0.995552,0.410768,0.928718,0.0864956,0.661134,0.19514,0.106116,0.823301,0.986861,0.636645,0.357375,0.552509,0.562407,0.0410889,0.0358595,0.0604621,0.436403,0.473137,0.979303,0.219712,0.000291689,0.995103,0.0501669,0.982369,0.111286,0.00444836,0.589232,0.0712821,0.913504,0.338866,0.80486,0.893884,0.176699,0.0131392,0.363355,0.642625,0.447491,0.437593,0.958911,0.000157244,0.425267,2.59454e-09,0.368198,0.373924,0.204382,0.340997,1.57479e-06,0.284923,0.00215212
-397.536,0.993726,0.0626905,6,63,0,408.233,0.964011,0.993274,0.602269,0.607208,0.0692587,0.952676,0.999185,0.310701,0.941863,0.121313,0.949729,0.999725,0.426024,0.996952,0.0578576,0.77728,0.537335,0.014054,0.724169,0.99352,0.623452,0.288472,0.654384,0.817614,0.00441759,0.0359894,0.00672601,0.397731,0.392792,0.930741,0.0473237,0.000815494,0.689299,0.0581374,0.878687,0.0502708,0.000275131,0.573976,0.00304807,0.942142,0.22272,0.462665,0.985946,0.275831,0.00647971,0.376548,0.711528,0.345616,0.182386,0.995582,6.69092e-05,0.479992,1.95237e-06,0.310282,0.367584,0.169001,0.355693,0.0244081,0.276654,0.0163159
-392.132,0.997786,0.103202,5,31,0,408.152,0.904614,0.831164,0.579278,0.740399,0.0308108,0.992271,0.998642,0.000773443,0.950285,0.00906964,0.925376,0.808495,0.697181,0.966283,0.022934,0.936393,0.0887968,0.560853,0.929946,0.789254,0.317772,0.212489,0.759938,0.669983,0.0163057,0.0953865,0.168836,0.420722,0.259601,0.969189,0.00772913,0.00135781,0.999227,0.0497155,0.99093,0.0746238,0.191505,0.302819,0.0337173,0.977066,0.0636068,0.911203,0.439147,0.0700542,0.210746,0.682228,0.787511,0.240062,0.330017,0.983694,0.0024345,0.421751,7.00912e-05,0.418771,0.335015,0.15942,0.373558,5.09539e-07,0.288923,5.73436e-05
-400.107,0.971046,0.170356,4,31,0,412.049,0.946708,0.998394,0.544833,0.840771,0.0800397,0.579738,0.999669,0.00881753,0.992056,0.0092644,0.993887,0.876818,0.351247,0.978737,0.00149235,0.520554,0.00525827,0.02789,0.66514,0.951837,0.338943,0.312213,0.802378,0.762423,0.022393,0.0532918,0.0016062,0.455167,0.159229,0.91996,0.420262,0.000331002,0.991182,0.00794417,0.990736,0.00611298,0.123182,0.648753,0.0212629,0.998508,0.479446,0.994742,0.97211,0.33486,0.048163,0.661057,0.687787,0.197622,0.237577,0.977607,0.000192539,0.411935,0.0185909,0.340624,0.298901,0.246918,0.387221,0.000518932,0.295095,4.63854e-06
# Adaptation terminated
# Step size = 0.177861
# Diagonal elements of inverse mass matrix:
# 5.61045, 4.47535, 0.348027, 0.391322, 5.15352, 4.04297, 4.44428, 5.11925, 4.22114, 6.57248, 5.59241, 5.10021, 1.41934, 6.08744, 5.25529, 1.45528, 0.996323, 3.4615, 2.8426, 3.79829, 1.28317, 3.74295, 1.06441, 0.426316, 5.11917, 32.235, 23.4836, 0.0652888, 0.0444624, 0.0416676, 0.101578, 8.42302, 43.2951
-398.051,0.601096,0.177861,4,31,0,417.106,0.883164,0.998612,0.643905,0.88044,0.0255458,0.963453,0.977077,0.0117742,0.96075,0.100494,0.99489,0.966075,0.77171,0.755345,0.00358108,0.857129,0.0270241,0.0474544,0.660485,0.883827,0.395438,0.278225,0.515636,0.61507,0.00892607,0.116836,0.0013879,0.356095,0.11956,0.974454,0.036547,0.0229229,0.988226,0.0392501,0.899506,0.00511043,0.0339248,0.22829,0.244655,0.996419,0.142871,0.972976,0.952546,0.339515,0.116173,0.604562,0.721775,0.484364,0.38493,0.991074,1.66642e-05,0.465795,0.000406144,0.293225,0.309784,0.181461,0.344914,0.0492001,0.344879,0.0103188
-393.623,1,0.177861,4,15,0,417.141,0.970412,0.839854,0.61012,0.554223,0.0431537,0.893055,0.820227,0.112928,0.921875,0.00312084,0.860974,0.929511,0.130024,0.999998,0.00101138,0.762312,0.154993,0.4516,0.923421,0.939716,0.571118,0.290391,0.827247,0.488574,0.00574569,0.0295878,0.160146,0.38988,0.445777,0.956846,0.106945,0.179773,0.887072,0.0781245,0.996879,0.139026,0.0704894,0.869976,1.57121e-06,0.998989,0.237688,0.845007,0.5484,0.0765787,0.0602842,0.428882,0.709609,0.172753,0.511426,0.994254,7.67817e-05,0.400352,4.85155e-05,0.365227,0.275425,0.234416,0.380102,9.87348e-07,0.344348,4.67729e-06
-396.37,0.956064,0.177861,4,15,0,406.827,0.828552,0.936481,0.527633,0.594227,0.00590996,0.951241,0.735201,0.0404401,0.976649,0.00231017,0.980503,0.918128,0.213528,1,0.0436312,0.758814,0.18263,0.0400387,0.797963,0.996771,0.354187,0.386527,0.806001,0.512029,0.00061618,0.171448,0.0635186,0.472367,0.405773,0.99409,0.0487586,0.264799,0.95956,0.0233514,0.99769,0.0194966,0.081872,0.786472,1.97702e-07,0.956369,0.241186,0.81737,0.959961,0.202037,0.00322915,0.645813,0.613473,0.193999,0.487971,0.999384,8.92953e-06,0.401763,0.000765483,0.300327,0.348068,0.297898,0.329877,2.71606e-07,0.32128,1.17579e-05
